"","V1","V2","V3"
"4752","LONG ISLAND POWER AUTHORITY","SACRAMENTO POWER AUTHORITY","15"
"4753","LONGFELLOW ENERGY ","OGE ENERGY ","7"
"4754","LONGVIEW FIBRE PAPER AND PACKAGING","GRAPHIC PACKAGING  ","25"
"4755","Z FOODS","TYSON FOODS","6"
"4756","LOS ANGELES COUNTY","ROBESON COUNTY","12"
"4757","LOS ANGELES COUNTY SANITATION DISTRICT","RICHMOND SANITARY DISTRICT","26"
"4758","LOS ANGELES COUNTY SANITATION DISTRICTS","RICHMOND SANITARY DISTRICT","27"
"4759","LOS GATOS TOMATO PRODUCTS","SONOCO PRODUCTS ","15"
"4760","LOUDOUN COUNTY DEPARTMENT OF GENERAL SERVICESIVISION OF WASTE MANAGEMENT","STEUBEN COUNTY DEPARTMENT OF PUBLIC WORKS","53"
"4761","LOUDOUN COUNTY DEPARTMENT OF GENERAL SERVICESIVISON OF WASTE MANAGMENT","STEUBEN COUNTY DEPARTMENT OF PUBLIC WORKS","51"
"4762","LOUIS DREYFUS CO NORTH AMERICA ","LINDE NORTH AMERICA, ","14"
"4763","LOUIS DREYFUS CO","LOEWS ","12"
"4764","LOUIS DREYFUS CO NORTH AMERICA ","LINDE NORTH AMERICA, ","14"
"4765","LOUIS DREYFUS COMMODITIES","LSB INDUSTRIES","19"
"4766","LOUISIANA ENERGY & POWER AUTHORITY","SACRAMENTO POWER AUTHORITY","18"
"4767","LOUISIANA PACIFIC ","LOUISIANA PACIFIC ","0"
"4768","LOUISIANA TECH UNIVERSITY","TEXAS TECH UNIVERSITY","12"
"4769","LOUISVILLE MEDICAL CENTER .","ROSEVILLE ELECTRIC","19"
"4770","LOUISVILLE MEDICAL CENTER","ROSEVILLE ELECTRIC","17"
"4771","LOWELL COGENERATION .P.","SEMPRA GENERATION","16"
"4772","LOWER COLORADO RIVER AUTHORITY","SACRAMENTO POWER AUTHORITY","22"
"4773","LOYOLA UNIVERSITY HEALTH SYSTEM","UNIVERSITY OF TEXAS SYSTEM","17"
"4774","LUCID ENERGY ARTESIA","NGL ENERGY PARTNERS ","12"
"4775","LUCID ENERGY DELAWARE","DTE ENERGY ","14"
"4776","LUCITE INTERNATIONAL","SRI INTERNATIONAL","7"
"4777","LUCITE INTERNATIONAL","SRI INTERNATIONAL","7"
"4778","LUFF EXPLORATION ","SLAWSON EXPLORATION ","9"
"4779","LUFKIN INDUSTRIES","CF INDUSTRIES","6"
"4780","LUMINANT GENERATION ","MATERION ","11"
"4781","LUMINANT GENERATION  LLC","MATERION ","15"
"4782","LYON COUNTY","ROBESON COUNTY","7"
"4783","LYON COUNTYINNESOTA","STEELE COUNTYINNESOTA","8"
"4784","LYONDELL BASELL","LYONDELL BASELL","0"
"4785","LYONDELL CHEMICAL ","LYONDELL CHEMICAL ","0"
"4786","LYONDELLBASELL","LYONDELLBASELL","0"
"4787","LYONDELLBASELL INDUSTRIES","LYONDELLBASELL INDUSTRIES","0"
"4788","LYONDELLBASELL","LYONDELLBASELL","0"
"4789","M&G CHEMICALS SA","DOW CHEMICAL ","9"
"4790","M&G FINANZIARIA INDUSTRIALE SPA","CF INDUSTRIES","20"
"4791","M&G FINANZIARIA INDUSTRIALE SPA","CF INDUSTRIES","20"
"4792","MACH GEN","FMC ","6"
"4793","MACKINAW POWER","CAINE","11"
"4794","MACLAND DISPOSAL CENTER COMMERCIAL & INDUSTRIAL LANDFILL","TEXAS DISPOSAL SYSTEMS LANDFILL","39"
"4795","MACLAND DISPOSAL CENTER ","ADVANCED DISPOSAL","15"
"4796","MACON-BIBB","ABB","7"
"4797","MACPHERSON ENERGY ","VALERO ENERGY ","8"
"4798","MACPHERSON OIL CO","MARATHON OIL CO","8"
"4799","MACQUARIE INFRASTRUCTURE AND REAL ASSETS","MACQUARIE INFRASTRUCTURE ","15"
"4800","MACQUARIE INFRASTRUCTURE CO","MACQUARIE INFRASTRUCTURE CO","0"
"4801","MACQUARIE INFRASTRUCTURE ","MACQUARIE INFRASTRUCTURE ","0"
"4802","MADERA COUNTY PUBLIC WORKS","SPARTANBURG COUNTY PUBLIC WORKS","11"
"4803","MADISON COUNTY DEPT OF SOLID WASTE & SANITATION","THE MADISON COUNTY DEPARTMENT OF SOLID WASTE AND SANITATION","14"
"4804","MADISON GAS & ELECTRIC","MADISON GAS & ELECTRIC","0"
"4805","MAERSK OIL HOUSTON ","MATERION ","12"
"4806","MAGELLAN MIDSTREAM PARTNERS ","MAGELLAN MIDSTREAM PARTNERS ","0"
"4807","MAGELLAN PROCESSING  ","LANXESS ","15"
"4808","MAGNA POWERTRAIN","MATERION ","13"
"4809","MAGNESIUM PRODUCTS OF AMERICA","SUBARU OF AMERICA ","17"
"4810","MAGNESIUM REFINING TECHNOLOGIES ","SENSIENT TECHNOLOGIES ","16"
"4811","MAGNOLIA OIL & GAS ","MAGNOLIA OIL & GAS ","0"
"4812","MAGTFTC MCAGCC TWENTYNINE PALMS","EAGLE MATERIALS","24"
"4813","MAINESBURG GS ","LANXESS ","10"
"4814","MALLKRODT ENTERPRISES  ","MALLKRODT ","13"
"4815","MALLKRODT ","MALLKRODT ","0"
"4816","MALT-O-MEAL CO","ATMEL ","8"
"4817","MALTEUROP GROUPE","ALTRIA GROUP","8"
"4818","MALTEUROP NORTH AMERICA ","UPM NORTH AMERICA","9"
"4819","MANATEE COUNTY GOVERNMENT","THE CHARLES COUNTY GOVERNMENT","12"
"4820","MANITOWOC PUBLIC UTILITIES","ROCHESTER PUBLIC UTILITIES","14"
"4821","MANITOWOC PUBLIC UTILITIES ()","ROCHESTER PUBLIC UTILITIES","17"
"4822","MAR-JAC  ","FMC ","7"
"4823","MARATHON COUNTY SOLID WASTE DEPARTMENT","TULARE COUNTY SOLID WASTE DEPARTMENT","10"
"4824","MARATHON OIL CO","MARATHON OIL CO","0"
"4825","MARATHON OIL ","MARATHON OIL ","0"
"4826","MARATHON OIL ","MARATHON OIL ","0"
"4827","MARATHON PETROLEUM CO ","MARATHON PETROLEUM CO ","0"
"4828","MARATHON PETROLEUM ","MARATHON PETROLEUM ","0"
"4829","MARICOPA COUNTY","RICE COUNTY","6"
"4830","MARIETTA ERAMET ","ORBITAL ATK ","12"
"4831","MARION COUNTY","RICE COUNTY","6"
"4832","MARION COUNTY BOARD OF COUNTY COMMISSIONERS","SEMINOLE COUNTY BOARD OF COUNTY COMMISSIONERS","8"
"4833","MARKEETA ANNE LERAY","ARKEMA ","14"
"4834","MARKEETA LERAY","ARKEMA ","9"
"4835","MARKWEST ENERGY PARTNERS ","MARKWEST ENERGY PARTNERS ","0"
"4836","MARKWEST ENERGY PARTNERS, ","MARKWEST ENERGY PARTNERS, ","0"
"4837","MARQUETTE BOARD OF LIGHT & POWER","QUESTAR ","26"
"4838","MARS ","AES ","3"
"4839","MARSH OIL & GAS ","RIMROCK OIL & GAS ","8"
"4840","MARSHALL MUNICIPAL UTILITIES","ESSENTIAL UTILITIES ","18"
"4841","MARTIN COUNTY BOARD OF COUNTY COMMISSIONERS","SEMINOLE COUNTY BOARD OF COUNTY COMMISSIONERS","8"
"4842","MARTIN MARIETTA MATERIALS ","MARTIN MARIETTA MATERIALS ","0"
"4843","MARTIN MIDSTREAM PARTNERS ","MARTIN MIDSTREAM PARTNERS ","0"
"4844","MARUBENI AMERICA ","BP AMERICA ","8"
"4845","MARUBENI INTERNATIONAL","SRI INTERNATIONAL","7"
"4846","MARUBENI POWER AMERICA ","BP AMERICA ","12"
"4847","MARYLAND ENVIRONMENTAL SERVICE","GFL ENVIRONMENTAL ","16"
"4848","MASONITE INTERNATIONAL ","MASONITE INTERNATIONAL ","0"
"4849","MASONITE NORTH AMERICA","MASONITE NORTH AMERICA","0"
"4850","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","MICRON TECHNOLOGY","26"
"4851","MASSACHUSETTS MUNICIPAL WHOLESALE ELECTRIC CO","ESO ELECTRIC CO","30"
"4852","MASSACHUSETTS PORT AUTHORITY","SACRAMENTO POWER AUTHORITY","16"
"4853","MASSACHUSETTS WATER RESOURCES AUTHORITY","ROANOKE VALLEY RESOURCE AUTHORITY","24"
"4854","MASTRONARDI PRODUCE","MATERION ","14"
"4855","MASTRONARDI PRODUCE-USA ","SPRAY PRODUCTS ","15"
"4856","MATADOR PRODUCTION CO","MATADOR RESOURCES CO","11"
"4857","MATADOR RESOURCES CO","MATADOR RESOURCES CO","0"
"4858","MATALCO (US) ","TAMO US ","7"
"4859","MATANUSKA ELECTRIC ASSOC","TAMPA ELECTRIC CO","13"
"4860","MATANUSKA ELECTRIC ASSOC ","TAMPA ELECTRIC CO","14"
"4861","MATANUSKA-SUSITNA BOROUGH","TRANSALTA ","19"
"4862","MATANUSKA-SUSITNA BOROUGH EMPLOYEE'S ASSOC","TRANSALTA USA ","34"
"4863","MATERIALS INNOVATION & RECYCLING AUTHORITY","SACRAMENTO POWER AUTHORITY","32"
"4864","MATERION ","MATERION ","0"
"4865","MATHESON TRI-GAS ","ONE GAS ","11"
"4866","MATT BREWING CO ","THE BOEING CO","9"
"4867","MATT BREWING CO, ","THE BOEING CO","10"
"4868","MAUI ELECTRIC CO ","TAMPA ELECTRIC CO","6"
"4869","MAUI ELECTRIC CO, ","TAMPA ELECTRIC CO","7"
"4870","MAVERICK TUBE ","VECTREN ","10"
"4871","MAXIM INTEGRATED PRODUCTS ","MAXIM INTEGRATED PRODUCTS ","0"
"4872","MAXIM POWER USA ","TAMO US ","10"
"4873","MAXIMUS COFFEE GROUP.P","SEMGROUP ","17"
"4874","MAXIMUS COFFEE GROUP, ","SEMGROUP ","15"
"4875","MAYO CLINIC","OLIN ","8"
"4876","MAYOR & CITY COUNCIL OF BALTIMORE","TOWN OF BOURNE","25"
"4877","MAYOR & COUNCIL OF BALTIMORE","TOWN OF BOURNE","22"
"4878","MAYOR &AMP","BAYER ","8"
"4879","MCCAIN  USA ","SCANA ","8"
"4880","MCCAIN FOODS USA ","ELANCO US ","13"
"4881","MCCARTHY BUSH ","MURPHY USA ","9"
"4882","MCCARTHY-BUSH ","MURPHY USA ","11"
"4883","MCELROY TRUCK LINES ","DELTA AIR LINES ","14"
"4884","MCELVAIN ENERGY ","XCEL ENERGY ","6"
"4885","MCKITTRICK ","ITC  ","8"
"4886","MCLEOD HEALTH","CLECO ","9"
"4887","MCMINN COUNTY GOVERNMENT","THE CHARLES COUNTY GOVERNMENT","15"
"4888","MCPHERSON BOARD OF PUBLIC UTILITIES","ROCHESTER PUBLIC UTILITIES","17"
"4889","MCWANE ","CAINE ","3"
"4890","MCWANE, ","CAINE ","4"
"4891","MDU RESOURCES GROUP ","MDU RESOURCES GROUP ","0"
"4892","MDU RESOURCES GROUP ","MDU RESOURCES GROUP ","0"
"4893","MDU RESOURCES GROUP .","MDU RESOURCES GROUP .","0"
"4894","MDU RESOURCES GROUP","MDU RESOURCES GROUP","0"
"4895","MEADWESTVACO ","MEADWESTVACO ","0"
"4896","MECHEL BLUESTONE ","MECHEL BLUESTONE .","1"
"4897","MECKLENBURG COUNTY","RICE COUNTY","11"
"4898","MEDICAL CENTER CO","3M CENTER","10"
"4899","MEGLOBAL AMERICAS ","SCA AMERICAS ","9"
"4900","MEGLOBAL AMERICAS ","SCA AMERICAS ","9"
"4901","MELROSE INDUSTRIES PLC","MELROSE INDUSTRIES PLC","0"
"4902","MELVIN E JUDKINS","LINDE ","12"
"4903","MEMPHIS LIGHT GAS & WATER DIV","SEMPRA U.S GAS & POWER","23"
"4904","MEMPHIS LIGHTAS & WATER DIV","SEMPRA U.S GAS & POWER","21"
"4905","MERCED COUNTY REGIONAL WASTE MANAGEMENT AUTHORITY","THE COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY","20"
"4906","MERCED COUNTY WASTE MANAGEMENT AUTHORITY","THREE RIVERS SOLID WASTE MANAGEMENT AUTHORITY","21"
"4907","MERCED REGIONAL WASTE MANAGEMENT AUTHORITY","THE COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY","19"
"4908","MERCEDES-BENZ US INTERNATIONAL ","MONDELEZ INTERNATIONAL ","14"
"4909","MERCER COUNTY SOLID WASTE AUTHORITY","TUCKER COUNTY SOLID WASTE AUTHORITY","6"
"4910","MERCER LIME CO","MERCK & CO ","9"
"4911","MERCK & CO ","MERCK & CO ","0"
"4912","MERCURIA ENERGY GROUP  ","WEC ENERGY GROUP","9"
"4913","MERCURIA ENERGY TRADING ","MGE ENERGY ","15"
"4914","MERIDIAN WASTE VIRGINIA","PENN VIRGINIA ","15"
"4915","MERIT ENERGY CO","SM ENERGY CO","5"
"4916","MERIT ENERGY PARTNERS","TERRA ENERGY PARTNERS","6"
"4917","MERIT MANAGEMENT GROUP K ","ARES MANAGEMENT ","15"
"4918","MESA COUNTY","RHEA COUNTYN","5"
"4919","MESQUITE ENERGY ","DTE ENERGY ","7"
"4920","MESSER NORTH AMERICA ","SASOL NORTH AMERICA ","7"
"4921","METHANEX FORTIER ","THE TIMKEN ","12"
"4922","METRO","EQT ","5"
"4923","METRO NASHVILLE DISTRICT ENERGY SYSTEM","VISTRA ENERGY ","26"
"4924","METRO WASTE AUTHORITY","SACRAMENTO POWER AUTHORITY","13"
"4925","METROPOLITAN AIRPORTS COMMISSION","DELTA AIR LINES","25"
"4926","METROPOLITAN GOVERNMENT OF NASHVILLE & DAVIDSON COUNTY","RIVERSIDE COUNTY","40"
"4927","METROPOLITAN UTILITIES DISTRICT","ESSENTIAL UTILITIES ","21"
"4928","MEWBOURNE  ","BUNGE ","7"
"4929","MEXICHEM FLUOR ","EXELON ","10"
"4930","MEXICHEM SPECIALTY RESINS ","TXI OPERATIONS ","19"
"4931","MGE ENERGY","MGE ENERGY","0"
"4932","MGE ENERGY ","MGE ENERGY ","0"
"4933","MGE ENERGY","MGE ENERGY","0"
"4934","MGE ENERGY .","MGE ENERGY .","0"
"4935","MGM RESORTS INTERNATIONAL","MGM RESORTS INTERNATIONAL","0"
"4936","MGM RESORTS INTERNATIONAL","MGM RESORTS INTERNATIONAL","0"
"4937","MGP INGREDIENTS ","MGP INGREDIENTS ","0"
"4938","MGP INGREDIENTS","MGP INGREDIENTS","0"
"4939","MGPI PROCESSING ","BOEING ","11"
"4940","MIAMI DADE PUBLIC WORKS & WASTE MANAGEMENT DEPARTMENT","WASTE MANAGEMENT ","36"
"4941","MIAMI DADE WATER & SEWER DEPARTMENT","DEERE & ","29"
"4942","MIAMI UNIVERSITY","ROWAN UNIVERSITY","8"
"4943","MIAMI-DADE COUNTY","RICE COUNTY","10"
"4944","MIAMI-DADE COUNTY DEPARTMENT OF SOLID WASTE MANAGEMENT","THE MADISON COUNTY DEPARTMENT OF SOLID WASTE AND SANITATION","29"
"4945","MIAMI-DADE WATER & SEWER","DEERE & ","18"
"4946","MICHELIN NA ","HEI","9"
"4947","MICHELIN NORTH AMERICA ","LINDE NORTH AMERICA, ","8"
"4948","MICHELIN NORTH AMERICA, ","LINDE NORTH AMERICA, ","7"
"4949","MICHIGAN MILK PRODUCERS ASSOC","SELECT MILK PRODUCERS ","17"
"4950","MICHIGAN PUBLIC POWER AGENCY","UTAH MUNICIPAWER AGENCY","19"
"4951","MICHIGAN SOUTH CENTRAWER AGENCY","UTAH MUNICIPAWER AGENCY","22"
"4952","MICHIGAN STATE UNIVERSITY","UTAH STATE UNIVERSITY","10"
"4953","MICHIGAN SUGAR CO","HARSCO","13"
"4954","MICROCHIP TECHNOLOGY ","MICROCHIP TECHNOLOGY ","0"
"4955","MICRON TECHNOLOGY ","MICRON TECHNOLOGY ","0"
"4956","MID GEORGIA COGEN, ","IDA, ","14"
"4957","MID-AMERICAN ENERGY  CO","MID-AMERICAN ENERGY  CO","0"
"4958","MIDDLE TENNESSEE NATURAL GAS UTILITY DISTRICT","ESSENTIAL UTILITIES ","31"
"4959","MIDDLE TENNESSEE STATE UNIVERSITY","UTAH STATE UNIVERSITY","18"
"4960","MIDDLEBOROUGH GAS & ELECTRIC DEPARTMENT","MADISON GAS & ELECTRIC","25"
"4961","MIDDLESEX COUNTY UTILITIES AUTHORITY","ESSENTIAL UTILITIES ","24"
"4962","MIDLAND COGENERATION VENTURE","SEMPRA GENERATION","19"
"4963","MIDLAND COGENERATION VENTURE ","SEMPRA GENERATION","20"
"4964","MIDLAND OIL AND GAS, ","MAGNOLIA OIL & GAS ","14"
"4965","MIDWEST ENERGY ","WESTAR ENERGY ","5"
"4966","MIDWEST ENERGY, ","WESTAR ENERGY ","6"
"4967","MIST POWER ","ITC  ","8"
"4968","MILLENNIUM INORGANIC CHEMICALS, ","EASTMAN CHEMICAL ","21"
"4969","MILLIKEN & CO","KKR & CO","9"
"4970","MILWAUKEE METROPOLITAN SEWERAGE DISTRICT","MID-AMERICAN ENERGY  CO","31"
"4971","MILWAUKEE REGIONAL MEDICAL CENTER ","THE MOUNT SINAI MEDICAL CENTER","22"
"4972","MINERALS TECHNOLOGIES ","MINERALS TECHNOLOGIES ","0"
"4973","MINN-DAK FARMERS COOPERATIVE","ROCK ENERGY COOPERATIVE","19"
"4974","MINNESOTA MUNICIPAWER AGENCY","UTAH MUNICIPAWER AGENCY","9"
"4975","MINNESOTA POLLUTION CONTROL AGENCY","JOHNSON CONTROLS ","25"
"4976","MINNESOTA SOYBEAN PROCESSORS","SAMSON RESOURCES","20"
"4977","MINNKOTA POWER COOPERATIVE ","SEMINOLE ELECTRIC COOPERATIVE ","17"
"4978","MISSION ENERGY NEW YORK","DOMINION ENERGY ","13"
"4979","MISSISSIPPI COUNTY","SARPY COUNTY","12"
"4980","MISSISSIPPI COUNTY ARKANSAS","SEWARD COUNTY KANSAS","17"
"4981","MISSISSIPPI LIME CO","MITSUI & CO ","15"
"4982","MISSOURI JOINT MUNICIPAL ELECTRIC UTILITY COMMISSION","PPL ELECTRIC UTILITIES","34"
"4983","MISSOURI RIVER RESOURCES","SAMSON RESOURCES","14"
"4984","MIT PIPELINE INVESTMENT AMERICAS ","LINDE NORTH AMERICA, ","22"
"4985","MITSUBISHI CEMENT ","MITSUI & CO ","12"
"4986","MITSUBISHI CHEMICAL AMERICA ","MITSUBISHI  (AMERICAS)","12"
"4987","MITSUBISHI  (AMERICAS)","MITSUBISHI  (AMERICAS)","0"
"4988","MITSUBISHI ELECTRIC ","ESO ELECTRIC ","11"
"4989","MITSUBISHI ELECTRIC US ","MITSUBISHI  (AMERICAS)","13"
"4990","MITSUBISHI MATERIALS ","MITSUBISHI  (AMERICAS)","9"
"4991","MITSUBISHI POLYCRYSTALLINE SILICON AMERICA ","MITSUBISHI  (AMERICAS)","27"
"4992","MITSUBISHI POLYCRYSTALLINE SILICON AMERICAN ","MITSUBISHI  (AMERICAS)","28"
"4993","MITSUBISHI POLYESTER FILM ","US STEEL ","19"
"4994","MITSUI & CO (USA) ","MITSUI & CO (USA)","1"
"4995","MITSUI & CO ","MITSUI & CO ","0"
"4996","MITSUI & CO, ","MITSUI & CO, ","0"
"4997","MITSUI CHEMICALS AMERICA","MITSUBISHI  (AMERICAS)","14"
"4998","MIZKAN GROUP COMP","SI GROUP ","10"
"4999","MODERN LANDFILL ","T S LANDFILL, ","10"
"5000","MODESTO IRRIGATION DISTRICT","TURLOCK IRRIGATION DISTRICT","10"
"5001","MODESTO IRRIGATION DISTRICT ","TURLOCK IRRIGATION DISTRICT","11"
"5002","MOHAVE COUNTY","RHEA COUNTYN","7"
"5003","MOHAWK FINE PAPERS ","KOPPERS ","13"
"5004","MOHAWK INDUSTRIES ","MOHAWK INDUSTRIES ","0"
"5005","MOHAWK INDUSTRIES, ","MOHAWK INDUSTRIES, ","0"
"5006","MOHEGAN TRIBE OF INDIANS OF CONNECTICUT","TOWN OF WINDSOR CONNECTICUT","20"
"5007","MOLSON COORS BEVERAGE CO","MOLSON COORS BEVERAGE CO","0"
"5008","MOLSON COORS BREWING CO","MOLSON COORS BREWING CO","0"
"5009","MOM  CO","3M CO","4"
"5010","MOMENTIVE","OVINTIV ","7"
"5011","MOMENTIVE PERFORMANCE MATERIALS ","VERSUM MATERIALS ","19"
"5012","MOMENTIVE PERFORMANCE MATERIALS .","EAGLE MATERIALS .","20"
"5013","MONARCH CEMENT CO","MONARCH CEMENT CO","0"
"5014","MONARCH CEMENT CO (THE)","MONARCH CEMENT CO (THE)","0"
"5015","MONARCH CEMENT  (THE)","MONARCH CEMENT  (THE)","0"
"5016","MONCRIEF PARTNERS ","OCI PARTNERS ","5"
"5017","MONDELEZ INTERNATIONAL ","MONDELEZ INTERNATIONAL ","0"
"5018","MONDI NORTH AMERICA","MASONITE NORTH AMERICA","5"
"5019","MONMOUTH COUNTY BOARD OF CHOSEN FREEHOLDERS","SUSSEX COUNTY BOARD OF SUPERVISORS","29"
"5020","MONONGAHELA POWER CO","MONSANTO CO","15"
"5021","MONROE COUNTY SOLID WASTE MANAGEMENT DISTRICT","SAN BERNARDINO COUNTY SOLID WASTE MANAGEMENT DIV","21"
"5022","MONSANTO CO","MONSANTO CO","0"
"5023","MONTAGE RESOURCES ","MONTAGE RESOURCES ","0"
"5024","MONTANA DAKOTA UTILITIES CO","NORTHEAST UTILITIES","18"
"5025","MONTANA WASTE SYSTEMS ","CASELLA WASTE SYSTEMS ","10"
"5026","MONTCLAIR STATE UNIVERSITY","UTAH STATE UNIVERSITY","9"
"5027","MONTEFIORE HEALTH SYSTEM ","SAINT FRANCIS HEALTH SYSTEM ","15"
"5028","MONTEFIORE MEDICAL CENTER","THE MOUNT SINAI MEDICAL CENTER","15"
"5029","MONTEREY COAL","REX COAL ","8"
"5030","MONTEREY REGIONAL WASTE MANAGEMENT DISTRICT","UPPER SOUTHWEST REGIONAL SOLID WASTE MANAGEMENT DISTRICT","23"
"5031","MONTGOMERY COUNTY GOVERNMENT","THE CHARLES COUNTY GOVERNMENT","15"
"5032","MONTMORENCY-OSCODA-AENA WASTE MANAGEMENT AUTHORITY","THREE RIVERS SOLID WASTE MANAGEMENT AUTHORITY","29"
"5033","MONUMENT CHEMICAL","SUN CHEMICAL","7"
"5034","MORGAN FOODS ","SIMMONS FOODS ","7"
"5035","MORGAN STANLEY","MORGAN STANLEY","0"
"5036","MORNINGSTAR PARTNERS ","OCI PARTNERS ","10"
"5037","MORRISON COUNTY","ROBESON COUNTY","7"
"5038","MORRISTOWN-HAMBLEN COUNTY SOLID WASTE SYSTEM","TULARE COUNTY SOLID WASTE DEPARTMENT","30"
"5039","MORTON SALT ","MONSANTO ","7"
"5040","MOSTOLLER LANDFILL, ","T S LANDFILL, ","10"
"5041","MOTORSPORT AFTERMARKET GROUP .","SEMGROUP ","21"
"5042","MOUNT VERNON MILLS ","GENERAL MILLS ","13"
"5043","MOUNTAINEER GAS CO","ONE GAS ","10"
"5044","MOUNTAINEER GAS  ","ONE GAS ","9"
"5045","MOUNTAIRE ","SOUTHWIRE ","6"
"5046","MOUNTAIRE FARMS","ONE GAS","10"
"5047","MPIH, ","IDA, ","5"
"5048","MPIH","PHH","3"
"5049","MPLX ","MPLX ","0"
"5050","MSR PUBLIC POWER AGENCY","TEXAS MUNICIPAWER AGENCY","15"
"5051","MSR PUBLIC POWER AGENCY","TEXAS MUNICIPAWER AGENCY","15"
"5052","MT CARMEL COGEN ","AMGEN ","10"
"5053","MUBEA ","UNISEA ","5"
"5054","MUELLER WATER PRODUCTS ","MUELLER WATER PRODUCTS ","0"
"5055","MUHR UND BENDER KG","UNS ENERGY ","13"
"5056","MUNICIPAL ELECTRIC AUTHORITY OF GEORGIA","PPL ELECTRIC UTILITIES","27"
"5057","MUNICIPAL ENERGY AGENCY OF MISSISSIPPI","UNIVERSITY OF MISSISSIPPI","21"
"5058","MUNICIPAL ENERGY AGENCY OF NEBRASKA","STATE OF NEBRASKA","24"
"5059","MUNICIPAL ENERGY AGENCY OF NEBRASKA ","NGL ENERGY PARTNERS ","24"
"5060","MUNICIPAL LIGHT & POWER","UIL  ","18"
"5061","MUNICIPALITY DE SAN JUAN","HUNTSMAN ","19"
"5062","MUNICIPALITY OF ANCHORAGE","UNIVERSITY OF CHICAGO","18"
"5063","MUNICIPALITY OF ANCHORAGE - SOLID WASTE SERVICE","UNIVERSITY OF NOTRE DAME","35"
"5064","MUNICIPALITY OF ANCHORAGE - SOLID WASTE SERVICES","NOBLE MIDSTREAM SERVICES","36"
"5065","MUNICIPALITY OF ARECIBO","UNIVERSITY OF ARIZONA","16"
"5066","MUNICIPALITY OF CAROLINA","UNIVERSITY OF ARIZONA","15"
"5067","MUNICIPALITY OF FAJARDO","THE CITY OF FARGO","16"
"5068","MUNICIPALITY OF GUAYNABO","UIL  ","19"
"5069","MUNICIPALITY OF MAYAGUEZ","UNIVERSITY OF MARYLAND","18"
"5070","MUNICIPALITY OF PONCE","UIL  ","16"
"5071","MUNICIPALITY OF SALINAS","UNIVERSITY OF ARIZONA","16"
"5072","MUNICIPALITY OF SAN JUAN","HUNTSMAN ","19"
"5073","MUNICIPALITY OF TOA BAJA","UNIVERSITY OF IOWA","18"
"5074","MUNICIPALITY OF YAUCO","MONSANTO CO","16"
"5075","MUREX PETROLEUM ","LAREDO PETROLEUM ","7"
"5076","MURPHY CO","MURPHY OIL ","4"
"5077","MURPHY EXPLORATION (ALASKA), ","MURPHY OIL ","18"
"5078","MURPHY OIL ","MURPHY OIL ","0"
"5079","MURPHY OIL USA ","MURPHY OIL USA","1"
"5080","MURPHY USA ","MURPHY USA ","0"
"5081","MURRAY AMERICAN RESOURCES ","REX AMERICAN RESOURCES","8"
"5082","MURRAY COUNTY GA","SURRY COUNTY","6"
"5083","MURRAY ENERGY  CO","SM ENERGY CO","7"
"5084","MUSCATINE COUNTY SOLID WASTE MANAGEMENT AGENCY","SANTA FE SOLID WASTE MANAGEMENT AGENCY","16"
"5085","MUSCATINE FOODS ","SIMMONS FOODS ","10"
"5086","MUSCATINE POWER & WATER","FMC ORATE","16"
"5087","MUSCATINE POWER & WATER ()","FMC ORATE","19"
"5088","MUSKEGON COUNTY DEPARTMENT OF PUBLIC WORKS","SAN DIEGO COUNTY DEPARTMENT OF PUBLIC WORKS","9"
"5089","MUSKEGON DEVEENT CO","MONARCH CEMENT CO","14"
"5090","MUSKEGON OPERATING CO","TERRACORE OPERATING CO","13"
"5091","MUSTANG FUEL ","USG ","9"
"5092","MACLAND DISPOSAL CENTER COMMERCIAL AND INDUSTRIAL LANDFILL","TEXAS DISPOSAL SYSTEMS LANDFILL","41"
"5093","MACON-BIBB","ABB","7"
"5094","MACPHERSON OIL ","MARATHON OIL ","8"
"5095","MADERA COUNTY PUBLIC WORKS","SPARTANBURG COUNTY PUBLIC WORKS","11"
"5096","MADERA DISPOSAL SYSTEMS","TEXAS DISPOSAL SYSTEMS LANDFILL","16"
"5097","MADISON COUNTY DEPT. OF SOLID WASTE & SANITATION","THE MADISON COUNTY DEPARTMENT OF SOLID WASTE AND SANITATION","15"
"5098","MADISON GAS & ELECTRIC","MADISON GAS & ELECTRIC","0"
"5099","MADISON GAS AND ELECTRIC","MADISON GAS AND ELECTRIC","0"
"5100","MADISON GAS AND ELECTRIC CO.","MADISON GAS AND ELECTRIC CO.","0"
"5101","MADISON PAPER INDUSTIES","PPG INDUSTRIES","13"
"5102","MAGELLAN PROCESSING , ","LANXESS ","16"
"5103","MAGNESIUM PRODUCTS OF AMERICA","SUBARU OF AMERICA ","17"
"5104","MAGNESIUM REFINING TECHNOLOGIES","SENSIENT TECHNOLOGIES ","17"
"5105","MAGNUM HUNTER RESOURCES ","ANTERO RESOURCES ","9"
"5106","MAHASKA COUNTY SOLID WASTE MANAGEMENT COMMISSION","ROME-FLOYD COUNTY SOLID WASTE COMMISSION","26"
"5107","MAINESBURG GSUSA","SRI USA","11"
"5108","MALLKRODT ","MALLKRODT ","0"
