text,classification
"Comments on Incentives and Disincentives

Comment:

A large number of commenters addressed the creation of incentives or disincentives to strengthen the proposed GHG measure.",none
"The vast majority of these comments stated that the proposed rule would be strengthened by including clear and specific incentives for those States and regions that meet their targets, such as providing extra points in competitive grant programs, favorable local match requirements, or expediated project/application review processes.",none
Other commenters recommended restricting use of Federal transportation funds to projects that reduce GHG emissions in States and regions that did not meet their targets.,none
A couple of commenters opposed creation of incentives or disincentives.,none
"Response:

Under 23 U.S.C. 145, the Federal-aid highway program is a federally assisted, State-administered program; FHWA does not determine which eligible projects, as selected by States, shall be financed.",none
"The FHWA cannot broadly limit the use of transportation funds in the manner recommended by commenters, and FHWA does not have the authority to restrict transportation funding for States that fail to meet their targets.",none
"However, BIL includes new programs that will help States and MPOs fund projects that reduce GHG emissions, which in turn, could assist them in meeting the targets that they set.",none
This topic is further discussed in Section III this preamble.,none
States and MPOs can additionally leverage their own programs to reduce GHG emissions by accounting for expected GHG impacts in the analysis and selection of transportation projects.,none
"Comments on Penalties

Comment:

Several commenters addressed the possibility of penalties being associated with the proposed measure.",none
A few of these commenters sought clarification on whether FHWA intends to apply a penalty (including penalties associated with failure to comply with Federal requirements under 23 CFR 1.36).,none
Other commenters requested the final rule include a section specifying that no penalties would be applied for not meeting a target.,none
Other commenters asserted that FHWA is in fact providing a penalty for failing to reduce GHGs based on the Agency's authority under 23 CFR 1.36.,none
"Response:

There are no specific penalties for failing to achieve GHG targets.",none
"Rather, consistent with existing NHPP performance measures, if significant progress is not made for the target established for the GHG measure in 23 CFR 490.507(b), the State DOT must document the actions it will take to achieve that target no later than in its next biennial report, but is encouraged to do so sooner.",reduction
Significant progress toward achieving NHPP performance targets is further described in 23 CFR 490.109.,none
"The FHWA did not propose specific penalties for failure to achieve performance targets, and is not finalizing any such penalty.",none
"Failure to achieve significant progress for this measure, as defined in 23 CFR 490.109, will also not trigger any penalties.",none
State DOTs and MPOs that set a declining target but fail to achieve their targets can satisfy regulatory requirements by documenting the actions they will take to achieve that target in their next biennial report.,none
The FHWA does not set or approve the State DOT's or MPO's targets.,none
"Comments on Exemptions

Comment:

Several commenters recommended various entities be exempt from the proposed measure for various reasons.",none
The majority of these commenters asserted that rural States have limited options to reduce transportation GHG emissions through transit and other strategies that reduce VMT and should accordingly be exempted from the measure.,none
A few commenters recommended that States and MPOs in attainment with the National Ambient Air Quality Standards be exempted from the GHG measure.,none
One commenter asserted that the GHG measure does not recognize that rural States produce fewer GHG emissions than urban areas.,none
"Response:

The FHWA considered the comments suggesting certain entities be exempt from the GHG measure and declines to do so.",none
Greenhouse gas emissions are produced on all NHS facilities.,none
"Once released, CO2

and other GHGs take many years to leave the atmosphere, resulting in increasing global atmospheric concentrations of CO2

emissions regardless of where they are produced.",none
"Urban and rural areas both contribute to increased carbon pollution in the atmosphere, and FHWA believes this rule will provide both with the tools to reduce carbon pollution.",none
"This is different from criteria pollutants, which last no more than weeks in the atmosphere and only impact local or regional air quality.",none
The FHWA also rejects commenters' suggestion that rural States have limited options to reduce transportation GHG emissions.,none
"If these States determine that transit and other measures to reduce VMT are not effective means of influencing GHG emissions, they have a wide range of alternative strategies and funding programs available.",none
"This includes both formula funding and discretionary grants to deploy electric vehicle charging infrastructure and thereby increase EV adoption, funding to improve roadway operations, and asset management practices to maintain 

roads and reduce excess fuel consumption from poor road condition surface.",none
"The FHWA reiterates that the final rule does not require rural States, or any State, set targets at a specific level or to reduce GHG emissions.",none
The final rule also does not impose any penalties on a State for failing to meet its GHG targets.,none
"Therefore, there is no justification to exempt rural States, and doing so would run counter to the purpose of this rule, which is to provide consistent and timely information about on-road mobile source emissions on the NHS to support better informed planning choices to reduce GHG emissions or inform tradeoffs among competing policy choices.",none
"Comments on Benefits of a GHG Measure

Comment:

A large number of commenters addressed potential benefits from the proposed GHG measure.",none
"Several commenters, including State DOTs, that have independently measured and reported GHG emissions asserted that a GHG performance measure can inform planning and decision making, including project prioritization and statewide transportation planning processes.",none
A few of these commenters additionally asserted that implementation of the proposed GHG measure as part of TPM would complement existing GHG reduction efforts.,none
"Additional benefits identified by commenters included: empowering State and local leaders to better align their transportation decisions with climate goals, enhancing transparency and accountability of investment decisions, supporting a consistent and coordinated approach to reducing GHG emissions across all levels of government, and supporting national GHG emission reduction goals in accordance with E.O. 13990 and E.O. 14008.",none
"By contrast, several commenters questioned the benefits of the proposed measure.",none
Several commenters asserted that DOTs and MPOs have limited influence over GHG emissions.,none
One commenter asserted that the proposed measure would not help agencies identify projects to reduce GHG emissions and a couple of commenters asserted that the measure would not impact transportation decisions.,none
Another commenter stated this is because the proposed rule does not propose a method for requiring continually decreasing GHG emissions and does not penalize noncompliance.,none
"Response:

The FHWA is establishing a GHG emissions performance measure in response to an increasingly urgent climate crisis and to improve the transportation sector's GHG performance, which has lagged behind other major U.S. sectors.",none
"The EPA estimates of GHG emissions date back to 1990, and over that time the transportation sector has gone from being the third largest to the largest source of U.S. GHG emissions.",none
The FHWA agrees with commenters that establishing a GHG performance measure is a critical step in improving transportation system performance and supporting national GHG reduction goals.,none
"A key premise underlying the GHG measure is that measuring and reporting complete, consistent, and timely information on CO2

emissions from on-road mobile sources will provide opportunities for all levels of government and the public to make more informed decisions that consider transportation's contribution to climate change and opportunities to reduce GHG emissions.",none
"The FHWA believes that by establishing a uniform GHG measure, it is more likely that GHG emissions will be consistently and collaboratively considered by State DOTs and MPOs through transportation planning and performance management.",none
The FHWA also agrees with the comments enumerating the benefits of establishing the GHG measure.,none
The FHWA disagrees that State DOTs and MPOs have limited influence over GHG emissions.,none
"As noted earlier, BIL provides more than $27 billion in Federal funding to help State DOTs and MPOs achieve their GHG reduction targets, and States have additional ability to influence GHG emissions through highway operations and roadway maintenance.",none
The FHWA also disagrees with commenters asserting that a GHG measure would not inform planning and investment decisions.,none
"As noted in comments from agencies that have implemented their own GHG measures, performance-based approaches that include GHG emissions have been successfully used to guide planning and investment decisions.",none
"Comments on Burden Posed by a GHG Measure

Comment:

Several commenters identified concerns about the impact of the proposed rule on State DOTs and MPOs.",none
"Several commenters asserted that the proposed rule would duplicate established and effective programs such as fuel economy standards established under the Corporate Average Fuel Economy (CAFE) Program, and transportation CO2

estimates published by EPA and the Department of Energy (DOE).",none
"Other commenters asserted the implementation of calculating and tracking GHG emissions would be overly burdensome, and that the costs of complying with declining targets would be significant for some States.",none
A few commenters additionally asserted that the proposed GHG measure would not be sufficient for making program- and project-level investment decisions.,none
"Response:

FHWA disagrees that the measure established under this rule would place undue burden on States and MPOs.",none
The FHWA also disagrees that the GHG measure would duplicate other Federal programs addressing transportation GHG emissions.,none
"A key purpose of the GHG measure is to provide an information source to help State DOTs, MPOs and other agencies set targets, monitor trends, and evaluate the impact of transportation investments and other strategies to reduce on-road GHG emissions.",none
"This is a different function from the CAFE program, which regulates GHG emissions rates for new vehicles and is not intended to account for factors such as changes in travel demand, congestion, and other factors affecting total on-road GHG emissions.",none
"While Federal agencies such as EPA and DOE publish estimates of total transportation CO2

emissions, these data are not disaggregated to reflect on-road activity, and also lag the publication of FHWA fuel use data by up to a year.",none
"Since FHWA's GHG measure specifically addresses CO2

on-road activity and utilizes FHWA's data for the estimated fuel volumes distributed shortly after its publication, it will serve as a comprehensive and timely information source to support transportation decision making and to track progress toward national goals.",none
"Several State DOTs that have independently implemented their own on-road tailpipe CO2

measure observed that all State DOTs already compile the necessary data as part of existing reporting obligations.",none
"These commenters asserted that the labor hour assumptions from the RIA are reasonable, that neither the estimation of the measure nor target setting would result in significant burdens for State DOT staff.",none
"Lastly, FHWA disagrees that the cost of complying with declining targets will be burdensome to transportation agencies.",none
The BIL provides over $27 billion in Federal funding to help State DOTs and MPOs achieve the declining GHG targets that they will set under this rule.,none
The rule does not impose compliance costs associated with achieving declining targets since the rule does not require that emissions actually decrease or establish any penalties in the event that declining targets are not achieved.,none
Several commenters asserted that the proposed performance measure would support the national GHG goals and expressed support for this connection.,none
"A smaller number of commenters asserted that the proposed performance measure would not support the national goals, as meeting them through the targets is unattainable/unrealistic, would require actions beyond State DOT/MPO authority, and would not match the timeline needed to see improvements from BIL-funded projects.",none
"In addition, several of these commenters asked for clarifications related to the Administration's national goals for reducing GHG emissions.",none
"One commenter asked whether the declining targets must demonstrate a 50-52 percent reduction in on-road CO2

emissions relative to 2005 levels by 2030 and net-zero on-road CO2

emissions by 2050, or whether the targets must only aid in meeting the Administration's goals.",reduction
"One commenter requested additional guidance on how to set targets consistent with the national GHG goals for 2030 and 2050, and another requested guidance on how to translate the proposed GHG targets, which would be expressed relative to 2021 levels, to the Administration's goals, which are expressed relative to 2005 levels.",reduction
"Another commenter requested clarification on the meaning of net-zero, and asked whether FHWA will provide mechanisms to offset remaining emissions to achieve net-zero by 2050.",net-zero
"Response:

Upon considering public comments, FHWA recognizes that the reference to net-zero targets and national GHG goals in the NPRM may have caused confusion, and FHWA has removed the definition of net-zero from 23 CFR 490.101 and the requirement in 23 CFR 490.105(e)(10) that targets for the GHG measure “demonstrate reductions toward net-zero targets.” In the final rule, FHWA is not requiring State DOTs and MPOs to set any specific declining targets or achieve national GHG goals.",net-zero
"Declining targets are not required to align with the Administration's goal for the U.S. to reduce CO2

emissions 50-52 percent below 2005 levels by 2030 and achieve net-zero emissions economywide by 2050, in accordance with national policy established under E.O.s 13990 and 14008.",net-zero
"Rather, FHWA believes these national goals can provide a useful roadmap for State DOTs and MPOs as they consider how their targets fit into a longer timeframe of emission reductions.",none
The majority of these commenters were opposed to this requirement.,none
"Most of these commenters asserted that a declining target is inconsistent with 23 U.S.C. 150, which provides States with discretion in setting performance targets.",none
"Commenters asserted that States should set data-driven targets based on their own circumstances and analysis, which is not possible when declining targets are required.",none
"Commenters also asserted that a requirement for declining targets would reflect FHWA's influencing the selection of projects, with States facing pressure to select projects to support declining targets without commensurate funding through BIL to implement this type of change.",none
"One commenter noted this would be the only measure to which MPOs would be expected to aid States in documenting declining targets, and requested that FHWA provide MPOs a 5-year grace period before requiring the declining targets to be established.",none
"In contrast, several commenters supported the requirement to establish declining targets.",none
"These commenters asserted that such a requirement would require States to set targets that will result in improvement, as opposed to other performance measures, and support urgent progress on reducing GHG emissions from transportation.",none
These commenters also asserted that the declining target requirement would not impinge on States' authority to set their own targets.,none
"A few commenters recommended that FHWA require State DOTs and MPOs to provide their underlying assumptions and rationale for vehicle emissions rates and VMT, as well as to clarify in the final rule that targets should be based not only on projections for improvement in vehicle efficiency, but also on projections for reductions in emissions because of VMT-reducing investments, system efficiency enhancements, and/or other strategies.",none
"Response:

After considering these comments, FHWA has retained the requirement for State DOTs and MPOs to set declining targets as proposed in the NPRM and as further discussed in this final rule.",none
"State DOTs and MPOs that have NHS mileage within their State geographic boundaries and metropolitan planning area boundaries, respectively, are required under the rule to establish declining targets for reducing CO2

emissions generated by on-road mobile sources.",none
"Given the urgency of responding to the climate crisis, FHWA believes it is inappropriate for State DOTs and MPOs to delay establishing targets.",none
The FHWA also believes States and MPOs have the tools necessary to meet these timelines.,none
"State DOTs will establish targets no later than February 1, 2024, and MPOs are required to establish targets no later than 180 days after the State DOT establishes their targets.",reduction
See23 CFR 490.105(e)(1)(ii) and 490.105(f)(1).,none
"The requirement for State DOTs and MPOs to establish declining targets for tailpipe CO2

emissions on the NHS is vital given the urgency of the climate crisis.",none
"Declining targets will help State DOTs and MPOs plan toward reductions in GHG emissions and make Federal infrastructure investment decisions that reduce climate pollution, a principle set forth in E.O. 14008 (86 FR 7626).",none
"As discussed in the NPRM, FHWA is not prescribing what declining targets would look like in each State or MPO.",none
"State DOTs and MPOs have the flexibility to set targets that work for their respective policies and priorities, so long as the targets are declining.",none
"Under the rule, State DOTs and MPOs have discretion in setting an appropriate declining target as informed by complete, consistent, and timely State and local information on GHG emissions from on-road mobile source emissions.",none
"The rule provides State DOTs and MPOs with the tools to consider GHG emissions in making transportation decisions and imposes no penalties on States and MPOs that do not meet their targets; therefore, FHWA rejects the characterization that State DOTs and MPOs are being pressured or otherwise required to select any specific project based on this measure.",none
The FHWA disagrees with the assertion that States and MPOs cannot set data-driven targets based on their own circumstances and analyses when the targets must be declining.,none
"States and MPOs will use the appropriate data to set declining targets, as informed by their policies and priorities.",none
State DOTs and MPOs will use the data to evaluate current performance and predict future performance when establishing declining targets.,none
"In addition, FHWA has removed the proposed requirement for declining targets to demonstrate reductions toward net-zero targets.",none
"For additional 

information on FHWA's decision not to include net-zero in the final rule, see the discussion under Comments on the Measure's Relationship to National GHG goals, in the Section-by-Section Discussion of § 490.101.",net-zero
"Comments on Alternative Target Setting Frequencies

Comment:

A large number of commenters provided feedback related to a question raised in the NPRM about introducing a new requirement for State DOTs and MPOs to establish 8- and 20-year targets at the beginning of each 4-year performance period.",none
Many commenters favored adding long-term targets.,none
Commenters in favor of the requirement noted that long-term targets can function as policy goals to allow for more forward-looking evaluation of emissions trajectories.,none
"The other commenters supporting this change asserted that long-term targets better align with FHWA planning requirements (Long Range Transportation Plan (LRTP), Metropolitan Transportation Plan (MTP), State Transportation Improvement Program (STIP), Transportation Improvement Program (TIP)), and would create greater visibility and accountability.",none
"In contrast, a small number of commenters opposed adding long-term targets.",none
"A few of these commenters noted that they support establishing long-term targets as a best practice, but not as a requirement.",none
Others responded that long-term targets would be too burdensome to develop and would lead to speculative results that will not add value to the target setting process.,none
"Response:

The FHWA considered the comments citing the benefits of establishing long-term targets but declines to do so at this time to remain consistent with the existing TPM framework used for the other NHPP measures.",none
Providing consistency with other measures minimizes the complexity of the TPM requirements.,none
"It also allows the measures with biennial targets to be considered in relation to each other, which can help illustrate how these measure areas are part of a single transportation system.",none
State DOTs and MPOs can voluntarily establish longer-term targets in the manner that best aligns with their individual policies and plans.,none
"Comments on MPO Joint Targets

Comment:

Several commenters expressed concern about the proposed requirement for joint UZA targets.",reduction
Almost all of these commenters otherwise supported the proposed measure but recommended removing the joint UZA target from the final rule.,none
"They identified a variety of concerns, particularly that a joint UZA target would be duplicative of the requirement for metropolitan planning area targets, thereby adding administrative burden for both MPOs and State DOTs.",none
"They also asserted that a joint UZA target would be overly complex, especially for planning agencies that are part of multiple UZAs or for those that share borders with a planning agency that serves a different population, such as rural and urban.",none
"A few commenters suggested alternatives to the joint UZA target: removing the target based on MPO boundaries and only requiring targets based on UZA; only requiring targets on either MPO boundaries or those based on UZAs; or limiting the targets based on MPO boundaries and on UZA boundaries only to MPOs and UZAs of a certain size, regardless of if there is a joint target or only metropolitan planning area targets.",reduction
"Response:

The FHWA has considered these comments and decided to retain the requirement for joint UZA targets.",none
The FHWA disagrees with comments suggesting a joint UZA target is duplicative of the requirement for metropolitan planning area targets.,none
The FHWA believes the requirement to establish a joint UZA target would encourage collaboration across MPO boundaries through coordinated systems and region-based approaches to reducing GHG emissions.,none
The FHWA believes this collaboration is useful regardless of the MPO or UZA size.,none
"Therefore, FHWA has retained the requirement for MPOs to collectively establish a single joint 4-year target for each UZA that contains NHS mileage and that is overlapped by the boundaries of two or more metropolitan planning areas.",none
"As provided in 23 CFR 490.105(f)(10), joint targets are also required to be declining targets for reducing CO2

emissions from on-road mobile sources, and these targets are established in addition to each MPO's individual target for their metropolitan planning area.",reduction
"The targets established are required to be a quantifiable target, which means a value must be used.",none
"To support implementation of this final rule, FHWA is publishing in the docket applicability tables with the MPOs required to establish joint targets in accordance with 23 CFR 490.105(d)(4) and 490.105(f)(10).",none
"As with all other MPO targets, and consistent with 23 CFR 490.105(f)(1), joint targets are to be established no later than 180 days after the MPOs' respective State DOT(s) establish their targets.",none
"For additional information on the timeline for establishing joint targets, see the discussion under Comments on MPO Target Setting Frequency in this section.",none
"Comments on MPO Target Setting Frequency

Comment:

A small number of commenters provided feedback on the frequency of MPO targets.",none
A couple of these commenters recommended that the final rule only include 4-year targets for MPOs.,none
Another requested that the final rule add 2-year targets for MPOs to increase coordination with States on the same schedule.,none
"In addition, one commented that the final rule should leave out both the 2- and 4-year targets, and instead adopt 8- and 20-year targets.",none
"Response:

Upon consideration of the comments, FHWA has retained the requirement for MPOs to establish 4-year targets as previously established in 23 CFR 490.105(f).",none
The FHWA believes the benefits associated with requiring MPOs to establish additional 2-year targets for the GHG measure would not exceed the additional burden to MPOs.,none
The FHWA believes that introducing 8- and 20-year targets that would only apply to the MPOs and would only apply to a single measure would add confusion and complexity that would not be offset by meaningful benefits.,none
"The final rule makes no changes to the MPO target establishment schedule, and MPOs will continue to report their baseline performance and progress toward their targets in their system performance report.",none
"An MPO will establish targets for this measure, including any required joint targets, no later than 180 days after their respective State DOT(s) establishes their 4-year target for the measure.",none
"The MPOs will report their established GHG targets, including any joint targets, to the State DOT in a manner that is documented and mutually agreed upon by both parties.",reduction
"Comments on Technical Assistance

Comment:

A large number of commenters requested technical assistance from FHWA to assist in the implementation of the proposed performance measure.",none
"Examples cited by these commenters included tools and best practices for modeling the emissions impacts of various types of projects; strategies/pathways/roadmaps to reduce tailpipe CO2

emissions (especially those with other social and economic impacts, including for disadvantaged communities); factors to consider in setting targets; and recommended targets to meet national GHG reduction goals.",reduction
"Response:

The FHWA believes the existing technical assistance, technical tools, and guidance available through FHWA's TPM and Energy and Emissions Websites, as well as resources provided by the National Highway Institute (NHI), AASHTO, AAMPO, and other publicly available sources provide the information necessary for State DOTs and MPOs to establish targets for the GHG measure.",none
"In addition to these existing resources, FHWA recently launched an Every Day Counts (EDC) innovation to help transportation agencies quantify GHG emissions and set targets for reducing GHG emissions through transportation planning.",none
"As this measure is implemented, FHWA will continue to consider how best to support State DOTs and MPOs in implementing all the TPM requirements in 23 CFR part 490 and will provide technical assistance on an ongoing basis.",none
"Comments on Benchmarks

Comment:

A few commenters suggested that FHWA provide intermediate benchmarks for States to use to ensure they are on track to meet the 2030 national GHG reduction goal.",reduction
"Response:

As noted earlier, while FHWA encourages State DOTs and MPOs to consider the Administration's GHG emissions reduction and net-zero goals when establishing targets, FHWA has removed the proposed requirement for State DOTs to align their declining targets with the Administration's GHG reduction goals.",net-zero
"State DOTs and MPOs have the flexibility to set targets that work for their respective policies and priorities, so long as the targets are declining.",none
"For example, a State DOT might set targets that would result in steady, incremental progress toward net-zero emissions, or that achieve aggressive early GHG emissions reductions, or be more gradual at first and become more aggressive later.",net-zero
"Therefore, FHWA declines to provide intermediate benchmarks at this time.",none
"However, State DOTs may voluntarily establish longer-term targets to serve as intermediate benchmarks to help them align their short-term emission reduction targets with their long-term GHG reduction goals.",none
"All these commenters oppose this date, which they indicated would precede the NPRM public comment period, which closed on October 13, 2022.",none
"One commenter recommended that the rule be revised to either (1) not require States to set two-year targets for the 2022-2025 time period, and have States set their four-year targets for the 2022-2025 time period as part of the October 1, 2024 mid-performance period progress report; or (2) delay implementation altogether until the 2026-2029 performance period.",reduction
"Other commenters recommended a reporting start date in 2023, with the expectation that they would have six months to one year from the final rule for target setting/coordination before their first reporting.",none
"Other commenters recommended October 1, 2024 or October 1, 2028, indicating that these dates would correspond with other performance measures.",none
"A few commenters suggested a phased approach, such as reporting reference year data and their four-year target in the October 1, 2024 Mid Performance Period Progress Report, and then continuing with two- and four-year targets in the next performance period.",none
"Response:

Upon consideration of comments, FHWA determined that State DOTs and MPOs will establish or adjust targets every two years beginning in 2024.",none
"Targets will first be established for this measure by State DOTs and reported to FHWA in a State Initial GHG Report, no later than February 1, 2024.",none
"See

490.105(e)(1)(ii) and 490.107(d).",none
The information provided by State DOTs in the 2024 State Initial GHG Report will be considered the 2024 Mid Performance Period Progress Report.,none
State DOT reporting will follow an October 1st cycle beginning in 2026 to align with other measure reporting requirements.,none
"Recognizing the urgency of addressing the climate crisis, FHWA is establishing an initial date that is as early as practicable and will reflect the best available data.",none
"The FHWA is also establishing a February 1, 2024 reporting date for the first GHG targets to increase the opportunities for the targets to be used to help guide overall Federal investments available through the many programs available in BIL that can reduce CO2

emissions.",reduction
"The February 1, 2024 reporting date is supportive of a 2022 GHG measure reference year since the 2022 VMT data are expected to be finalized by November 30, 2023.",none
"The FHWA made changes throughout the regulation in response to the February 1, 2024 target establishment and reporting date, and they are summarized here.",none
"Consistent with all other NHPP measures, the GHG measure will have a 4-year performance period that will begin January 1, 2022.",none
See23 CFR 490.105(e)(4)(i) and 490.105(e)(4)(i)(C).,none
"The mid-point of the performance period is 2024, and the end of the performance period is 2026.",none
The FHWA acknowledges that this date is in advance of this final rule's effective date.,none
"However, the start of the performance period merely serves as the benchmark that begins the TPM schedule.",none
This measure does not generate any requirements for State DOTs or MPOs in advance of the effective date.,none
"The first GHG targets will be due on February 1, 2024, after the effective date of this rulemaking.",reduction
"The FHWA believes it is appropriate to begin the performance period on January 1, 2022 to align with the TPM program and to facilitate a mid-point of the performance period in 2024, and to align with TPM's existing 4-year performance period.",none
"Since initial targets will be established so close to the mid-point, FHWA determined that 2-year targets would not be required.",none
See23 CFR 490.105(10)(i)(A) and 490.105(e)(4)(iii).,none
"Section 490.105(e)(10)(i)(B) requires that 4-year targets for this measure be established, and section 490.105(e)(1)(ii) requires they be established no later than February 1, 2024.",none
Section 490.107(d) was added to create the State Initial GHG Report to receive the State DOT's initial 4-year GHG target.,reduction
The State Initial GHG Report requirements are similar to the Baseline Performance Period Report.,none
"In the State Initial GHG Report, State DOTs will provide the 4-year target, the basis for the target, the baseline data, which is the reference year for this performance period only, the relationship with other performance expectations, the data points used to calculate the GHG metric, described in 23 CFR 490.511(c), and the value calculated.",reduction
The data used to calculate the metric for the reference year for the Initial GHG Report is specified in section 490.107(d)(2).,none
Information on the GHG measure will be submitted as part of the biennial reports starting with the 2026 Full Performance Period Progress Report.,none
"See23 CFR 490.107(b)(1), (b)(2), and (b)(3).",none
"For additional information on how the initial target establishment requirements associated with February 1, 2024 will impact the significant progress determination done after the 2024 Mid Performance Period Progress Report, see the discussion under Comments on Significant Progress Timing, in the Section-by-Section Discussion of section 490.109.",none
"Comments on MPO Reporting Frequency and Process

Comment:

Many commenters responded to the MPO reporting requirements and many proposed revisions to the requirements.",none
"Many of these commenters noted that the final rule should require MPOs to report every two years on progress towards the performance measure, asserting that MPOs have a significant impact on transportation investment decisions in metropolitan planning areas, and therefore, should be as transparent as States in this regard.",none
"Similarly, another commenter suggested that the final rule could encourage but not require MPO reporting every two years given the additional burden of biennial reporting.",none
A couple of commenters requested that the final rule not require additional reporting by MPOs outside of the system performance report so as not to increase the reporting and tracking burden on MPOs and State DOTs.,none
"Response:

The FHWA considered the comments and determined the existing reporting requirements for MPOs in 23 CFR 490.107(c), which FHWA has successfully implemented for other performance measures, are appropriate for reporting on the GHG measure.",none
"The MPOs are required to report on performance within their metropolitan transportation plan (MTP), which are developed every 4 or 5 years.",none
Biennial reporting by MPOs would necessitate an additional report outside of the MTP.,none
"At this time, FHWA does not believe that adding a new process for reporting on performance specifically for the GHG measure would provide benefits that would exceed the increased burden from additional reporting requirements.",none
"Therefore, FHWA has not made any changes in the final rule based on the comments.",none
The FHWA has retained the requirement for MPOs to report progress toward their GHG target in their system performance report in the metropolitan plan.,none
"For related information on the MPO target establishment timeline, see the discussion under Comments on MPO Target Setting Frequency in the Section-By-Section Discussion for section 490.105.",none
"For additional information related to MPO reporting, see the discussion under Comments on MPO Report Content in this section.",none
"Comments on MPO Report Content

Comment:

One commenter noted that there does not appear to be a requirement for the MPO to report the value of the measure (percent reduction in tailpipe CO2

emissions on the NHS) for their MPA or any required joint UZA targets (for those UZAs that overlap multiple MPOs).",reduction
"In addition, a commenter asked for clarification that reporting of the MPO metric calculation method is not required when an MPO supports the State targets.",none
"Another commenter noted that if an MPO chooses to support the State targets, reporting the MPO region total appears unnecessary.",none
"Commenters noted that for all the other performance measures (

e.g.,

safety measures bridge and pavement condition measures, and system performance and reliability measures), there is no requirement for MPOs to calculate and report metric or measure values to the State DOT(s).",none
"Response:

The FHWA has not made any changes in the final rule based on these comments.",none
"The FHWA believes that the requirement for MPOs to report the metrics used to calculate the measure and the metric calculation method is justified because MPOs can use a range of different approaches to calculate the metric, even if they choose to adopt State targets.",none
"For this measure, MPOs are required to report all targets they are required to establish, including any joint targets, to the State DOT in a manner that is documented and mutually agreed upon by both parties.",none
"In the system performance report, MPOs will report baseline performance for this measure and progress toward the achievement of their targets.",none
"They will also report the calculation of annual tailpipe CO2

emissions for the NHS for the period between the reference year and the first system performance report that includes the GHG measure information.",none
Subsequent reports will cover the period between the current report and the last report.,none
"In addition, the MPO will report a description of their metric calculation method(s).",none
"The FHWA has removed the proposed requirement for MPOs to report tailpipe CO2

emissions on all roads.",none
"The reason for removing this requirement is described in response to the comments on MPO metric reporting, in the discussion for section 490.511.",none
"As a new requirement of the rule, in the system performance report, FHWA is requiring MPOs using metric calculation methods not specified in section 490.511(d) to include information demonstrating the method(s) has valid and useful results for measuring transportation related CO2.",none
"The reason for this requirement is provided in the discussion under Comments on Mutual Agreement of Metric Calculation Method by State DOTs and MPOs, in the Section-by-Section Discussion for section 490.511.",none
"Consistent with 23 CFR 450.226 and 23 CFR 450.340, the MPO's MTP and TIP must meet the Performance-Based Planning and Programming (PBPP) requirements of the planning rule for this performance measure by no later than 2 years after the effective date of this rule.",none
"Comments on Biennial Reporting Cycle

Comment:

A few commenters provided general feedback on the State DOT biennial reporting cycle and recommended that the final rule not require two-year reporting for State DOTs.",none
"Response:

The FHWA has not made any changes in the final rule based on the comments.",none
"Section 150(e) of Title 23, U.S.C., requires State DOTs to report on performance to FHWA on a biennial basis.",none
"The FHWA considered the comments and determined the existing biennial reporting cycle established in 23 CFR 490.107(b), which FHWA has successfully implemented for other performance measures, will support State DOTs as they implement the new GHG measure within the context of the overall TPM program.",none
"This two-year reporting for State DOTs is consistent with other performance measures, which minimizes the incremental burden since State DOTs do not need to develop an additional reporting process and cycle for this one measure.",none
Two-year reporting is also useful in helping State DOTs progress toward a longer-term goal and can reflect short-term actions such as operational improvements.,none
"Such short-term actions are typically outside the control of MPOs, which consequently have 4-year reporting requirements.",none
"Comments on Alternative Progress Reporting Requirements

Comment:

A couple of commenters suggested additions to the reporting requirements.",none
"One requested a provision for qualitative reporting to describe progress on the measure, to be able to report trends and overall actions and strategies that contribute to lower sales of fossil fuel used for on-road vehicles.",none
Another requested requiring State DOTs and MPOs to identify planned actions to reduce emissions and actions that have been implemented to reduce emissions.,none
"Response:

The FHWA has not made any changes in the final rule based on the comments.",none
The reporting requirements in 23 CFR 490.107 represent the minimum requirements for State DOTs and MPOs under the TPM regulations.,none
"The requirements in the final rule do not prevent State DOTs 

and MPOs from providing more detailed qualitative reporting on progress and planned actions at the State and local level.",none
"Comments on Publicizing GHG Reporting Information

Comment:

A large number of commenters provided recommendations intended to increase the transparency and accessibility of reporting on performance.",none
"Some commenters recommended that FHWA publish a regular report on State DOT and MPO progress, with a couple of these commenters suggesting that such a report should be issued within three months of FHWA receiving the data and be made available in an interactive format that allows viewers to see both detailed and summary data.",none
Commenters noted that having the data publicly available would also help stakeholders to hold State DOTs and MPOs accountable for progress toward their GHG targets.,none
"Response:

The FHWA has not made any changes in the final rule based on the comments.",none
"As part of FHWA's commitment to transparency, FHWA regularly publishes the State DOT's biennial reports and FHWA's significant progress determinations on its website as part of the publicly available TPM Dashboards, and the GHG measure will be included in the TPM Dashboards.",none
"The State performance dashboards and reports are available at 

https://www.fhwa.dot.gov/​tpm/​reporting/​state/​.",none
State DOTs and MPOs are required to report on progress as outlined in this final rule and described in 23 CFR 490.107.,none
External reporting by the U.S. DOT on funds spent in specific areas is outside the scope of this rulemaking.,none
Some of the commenters asserted such a requirement would not influence future target achievement.,none
Some of these commenters recommended the final rule include requirements for State DOTs to provide more detailed information on projects or programs to reduce emissions.,none
"Such information would identify future actions to reduce emissions, and include estimated emissions reductions, timelines for implementation and funding sources.",none
One commenter recommended the requirement be revised to require a State DOT to document actions that have been taken in support of targets and identify barriers preventing target achievement.,none
