"","V1","V2","V3"
"3338","DELAWARE MUNICIPAL ELECTRIC COORPORATION","AXIALL CORPORATION","24"
"3339","DELAWARE SOLID WASTE AUTHORITY","SALINAS VALLEY SOLID WASTE AUTHORITY","14"
"3340","DELEK US HOLDINGS INC","DELEK US HOLDINGS INC","0"
"3341","DELTA AIR LINES INC","DELTA AIR LINES INC","0"
"3342","DELTA AIR LINES, INC","DELTA AIR LINES, INC","0"
"3343","DELTA AIR LINES, INC.","DELTA AIR LINES, INC.","0"
"3344","DELTA SOLID WASTE MANAGEMENT AUTHORITY","SALINAS VALLEY SOLID WASTE AUTHORITY","26"
"3345","DELTECH ACQUISITION CORP","EQT CORP","16"
"3346","DELTECH CORP","EQT CORP","6"
"3347","DELTECH LLC","SCI LLC","8"
"3348","DEMENNO KERDOON","DOW INC","14"
"3349","DEMMER CORP","DOMTAR CORP","6"
"3350","DENBURY INC","DENBURY INC","0"
"3351","DENBURY RESOURCES INC","EOG RESOURCES INC","8"
"3352","DENBURY RESOURCES, INC","EOG RESOURCES, INC","8"
"3353","DENCO II LLC","SCI LLC","7"
"3354","DENCO II, LLC","SCI LLC","8"
"3355","DENVER CITY ENERGY ASSOCIATES","DTE ENERGY CO","20"
"3356","DES MOINES COUNTY REGIONAL SOLID WASTE","MONSANTO CO","31"
"3357","DES MOINES COUNTY REGIONAL SOLID WASTE COMMISSION","HESS CORPORATION","39"
"3358","DESCHUTES COUNTY OREGON","HESS CORP","18"
"3359","DESERET GENERATION & TRANSMISSION COOPERATIVE","DEERE & CO","35"
"3360","DESOTO PARISH POLICE JURY","DS SMITH PLC","19"
"3361","DETROIT RENEWABLE RESOURCES LLC","SAGE NATURAL RESOURCES LLC","19"
"3362","DETROIT THERMAL LLC","TOMPC LLC","14"
"3363","DEVELOPMENT AUTHORITY OF THE NORTH COUNTRY","DEVON ENERGY CORP","33"
"3364","DEVON ENERGY","DEVON ENERGY","0"
"3365","DEVON ENERGY CORP","DEVON ENERGY CORP","0"
"3366","DEVON ENERGY CORPORATION","DEVON ENERGY CORPORATION","0"
"3367","DEVON GAS SERVICES, LP","DEVON ENERGY","18"
"3368","DEVRO INC","GEVO INC","3"
"3369","DGP TAURUS FIELD SERVICES LP","DCP MIDSTREAM LP","22"
"3370","DGP TAURUS FIELD SERVICES, LP","DCP MIDSTREAM, LP","22"
"3371","DGP TAURUS GP HOLDING LLC","PLAINS GP HOLDINGS LP","14"
"3372","DGP Taurus Field, Services, LP","StarTex Field Services, LLC","17"
"3373","DIAGEO USVI","GE","9"
"3374","DIAGEO USVI INC","DIODES INC","9"
"3375","DIAMOND GENERATING CORP","DEVON ENERGY CORP","12"
"3376","DIAMOND GENERATING CORPORATION","DEVON ENERGY CORPORATION","12"
"3377","DIAMONDBACK ENERGY","DIAMONDBACK ENERGY","0"
"3378","DIAMONDBACK ENERGY INC","DIAMONDBACK ENERGY INC","0"
"3379","DICALITE MANAGEMENT GROUP INC","ALTRIA GROUP INC","17"
"3380","DICALITE MINERALS CORP","ATMEL CORP","12"
"3381","DIDION MILLING INC","CORNING INC","11"
"3382","DIGERONIMO AGGREGATES LLC","DIODES INC","21"
"3383","DIGERONIMO AGGREGATES, LLC","SEPG MGA, LLC","21"
"3384","DIODES INC","DIODES INC","0"
"3385","DIRECT ENERGY LP","DTE ENERGY CO","9"
"3386","DISCOVERY NATURAL RESOURCES LLC","SAGE NATURAL RESOURCES LLC","9"
"3387","DISTRICT ENERGY CORP","FIRSTENERGY CORP","8"
"3388","DISTRICT ENERGY ST PAUL INC","PDC ENERGY INC","15"
"3389","DIVERSIFIED GAS & OIL CORP","DEERE & CO","18"
"3390","DIVERSIFIED GAS & OIL PLC","DEERE & CO","19"
"3391","DIVIDE CREEK GATHERING SYSTEM LLC","SALT CREEK MIDSTREAM LLC","25"
"3392","DJ RESOURCES LLC","EOG RESOURCES INC","9"
"3393","DJ Resources, LLC","Roan Resources LLC","7"
"3394","DJR ENERGY LLC","DTE ENERGY CO","7"
"3395","DJR Operating LLC - San Juan Basin Oil & Gas Production","Titus Oil & Gas","44"
"3396","DOERFIER DUMP LLC","TOMPC LLC","12"
"3397","DOGWOOD POWER MANAGEMENT LLC","ARES MANAGEMENT CORP","20"
"3398","DOMINION ENERGY INC","DOMINION ENERGY INC","0"
"3399","DOMINION RESOURCES INC","EOG RESOURCES INC","9"
"3400","DOMTAR CORP","DOMTAR CORP","0"
"3401","DOMTAR PAPER CO, LLC","TOMPC, LLC","12"
"3402","DOUBLE C LTD","ABB LTD","9"
"3403","DOUGHERTY COUNTY BOARD OF COMMISSIONERS","DOMTAR CORP","32"
"3404","DOUGLAS COUNTY","SALT LAKE COUNTY","12"
"3405","DOUGLAS COUNTY NEBRASKA","UGI CORP","19"
"3406","DOUGLAS COUNTY PUBLIC WORKS","ARCONIC CORP","21"
"3407","DOUGLAS COUNTY PUBLIC WORKS DEPARTMENT","ARCONIC CORP","30"
"3408","DOW CHEMICAL","DOW CHEMICAL","0"
"3409","DOW CORNING CORP","DOW INC","9"
"3410","DOW INC","DOW INC","0"
"3411","DOYON LTD","ABB LTD","8"
"3412","DPL Energy, LLC","UP Energy LLC","4"
"3413","DRAKE CEMENT","CEMEX","9"
"3414","DRAKE CEMENT LLC","TAK INVESTMENT LLC","10"
"3415","DRT AMERICA INC","BP AMERICA INC","5"
"3416","DRT America Inc","BP America Inc","5"
"3417","DRUMMOND CO INC","BROADCOM INC","9"
"3418","DS SMITH PLC","DS SMITH PLC","0"
"3419","DSM Chemicals Holding Company, Inc.","Dow Chemical Company","19"
"3420","DSM HOLDING CO INC","POST HOLDINGS INC","9"
"3421","DSM HOLDING CO USA INC","POST HOLDINGS INC","11"
"3422","DSM Holding Co USA Inc.","SNF Holding Co","13"
"3423","DSM Nutritional Products, LLC.","Sonoco Products Co","20"
"3424","DSM PHARMACEUTICAL PRODUCTS","DOW CHEMICAL","23"
"3425","DSM PHARMACEUTICALS INC","AEMETIS INC","14"
"3426","DSM PHARMACEUTICALS PRODUCT","AEMETIS INC","22"
"3427","DSM Pharmaceuticals, Inc","SCA Americas Inc","16"
"3428","DT Midstream INC","DT Midstream INC","0"
"3429","DTE ENERGY CO","DTE ENERGY CO","0"
"3430","DTE ENERGY COMPANY","DTE ENERGY COMPANY","0"
"3431","DTE Energy","DTE Energy","0"
"3432","DTE Energy Co","DTE Energy Co","0"
"3433","DTE Energy Company","DTE Energy Company","0"
"3434","DTE Energy Services","DTE Energy","9"
"3435","DTE ST PAUL LLC","DS SMITH PLC","11"
"3436","DTE St. Paul, LLC","St Paper LLC","11"
"3437","DUBUQUE METROPOLITAN AREA SOLID WASTE AGENCY","DELTA AIR LINES INC","33"
"3438","DUGAN PRODUCTION CORP","UGI CORP","13"
"3439","DUKE ENERGY CORP","DUKE ENERGY CORP","0"
"3440","DUKE ENERGY MIAMI FORT LLC","DUKE ENERGY CORP","14"
"3441","DUKE ENERGY ZIMMER LLC","DUKE ENERGY CORP","12"
"3442","DUKE UNIVERSITY","DEVON ENERGY","13"
"3443","DUNCAN OIL PROPERTIES INC","KOPPERS INC","16"
"3444","DUNN PAPER HOLDINGS INC","PEPCO HOLDINGS INC","11"
"3445","DUNN PAPER INC","KOPPERS INC","9"
"3446","DUONIX BEATRICE LP","UNISEA INC","14"
"3447","DUPONT DE NEMOURS INC","DUPONT DE NEMOURS INC","0"
"3448","DUPONT TEIJIN FILMS","DOW INC","16"
"3449","DUPONT TEIJIN FILMS US LIMITED PARTNERSHIP","DUPONT DE NEMOURS INC","33"
"3450","DUQUESNE GENERATION LLC","EDISON INTERNATIONAL","17"
"3451","DUQUESNE LIGHT CO","UNIT CORP","12"
"3452","DURAND GLASS MANUFACTURING CO INC","TAC MANUFACTURING","20"
"3453","DURANGO MIDSTREAM HOLDINGS LLC","ANTERO MIDSTREAM LLC","16"
"3454","DURANGO MIDSTREAM LLC","ANTERO MIDSTREAM LLC","7"
"3455","DUTCHESS COUNTY RESOURCE RECOVERY AGENCY","CNX RESOURCES CORP","28"
"3456","DYNEGY INC","EVERGY INC","6"
"3457","DYNO NOBEL HOLDINGS USA INC","DELEK US HOLDINGS INC","16"
"3458","DYNO NOBEL INC","DOW INC","9"
"3459","Daikin America Inc.","BP America Inc.","8"
"3460","Daikin America, Inc","BP America Inc","9"
"3461","Daimler North America Corporation","Valero Corporation","17"
"3462","DairiConcepts, LLC","Linde LLC","13"
"3463","Dairland Power Cooperative","Siouxland Energy Cooperative","14"
"3464","Dairy Farmers of America, Inc.","Subaru of America Inc","17"
"3465","Dairyland Power Cooperative","Siouxland Energy Cooperative","15"
"3466","Dakota Coal Company","Rex Coal Company","9"
"3467","Dal-Tile Group","Valero","10"
"3468","Dal-Tile Inc","Diodes, Inc","9"
"3469","Dalton-Whitfield Regional Solid Waste Management Authority","The Coastal Regional Solid Waste Management Authority","21"
"3470","Dane County","Rice County","6"
"3471","Danone North America Public Benefit CORP","Masonite North America","26"
"3472","Danskammer Energy, LLC","Vantage Energy LLC","10"
"3473","Darling Ingredients Inc","Darling Ingredients Inc","0"
"3474","Darling Ingredients Inc.","Darling Ingredients Inc.","0"
"3475","Darling Ingredients, Inc","Darling Ingredients, Inc","0"
"3476","Darling International Inc.","Titan International Inc","9"
"3477","Dart Capital DCC LLC","Sun Capital","15"
"3478","Dart Container Corporation","Domtar Corporation","10"
"3479","Dart Container of Michigan LLC","St Clair County Michigan","20"
"3480","Dart Oil & Gas Corp","Cabot Oil & Gas Corp","5"
"3481","Dartmouth Power Associates L.P.","Starret City Associates","24"
"3482","David Almquist","","14"
"3483","Davidson County Integrated Solid Waste Management Dept.","San Bernardino County Solid Waste Management Div","33"
"3484","Daviess County Board of Commissioners","Seminole County Board of County Commissioners","18"
"3485","Daviess County Fiscal Court","Rice County","20"
"3486","Davis Gas Processing, Inc","Diodes, Inc","16"
"3487","Day & Zimmermann","The Day & Zimmermann Group Inc","14"
"3488","Day-Glo Color","Google","11"
"3489","Dayton Power and Light Company","The Dayton Power & Light Company","8"
"3490","DeKalb County Public Works Department Sanitation Division","San Joaquin County Public Works Department","35"
"3491","DeKalb County Public Works Department of Sanitatin Division","San Joaquin County Public Works Department","37"
"3492","DeMenno Kerdoon","Dow","14"
"3493","DeSoto Parish Police Jury","Union Parish Police Jury","9"
"3494","Decatur County","Sarpy County","8"
"3495","Decatur County Board of Commissioners","Seminole County Board of County Commissioners","20"
"3496","Deer Park Refining Limited Partnership","Terra Energy Partners","29"
"3497","Deere & Company","Deere & Company","0"
"3498","Deerfield Production and Refining, Inc.","United Refining Inc.","25"
"3499","Deffenbaugh Industries, Inc.","Texas Industries, Inc.","12"
"3500","Defiance County, Board of Commissioners","Seminole County Board of County Commissioners","16"
"3501","Del Monte Corporation","Exelon Corporation","7"
"3502","Del Monte Foods, Inc.","Riceland Foods, Inc.","11"
"3503","Delano Energy Center, LLC","Shelby County Energy Center LLC","14"
"3504","Delaware Basin Investment Group, LLC","Set Perc Investment LLC","25"
"3505","Delaware City Refining Company","Deere & Company","19"
"3506","Delaware County Solid Waste Authority","Tucker County Solid Waste Authority","10"
"3507","Delaware Municipal Electric Coorporation","Clariant Corportation","25"
"3508","Delaware Municiple Electric Corporation","Celanese Corporation","23"
"3509","Delaware Solid Waste Authority","Rivanna Solid Waste Authority","11"
"3510","Delek US Holdings","Delek US Holdings","0"
"3511","Delta Air Lines, Inc.","Delta Air Lines, Inc.","0"
"3512","Delta House FPS, LLC","Solae, LLC","14"
"3513","Delta Petroleum Corporation","Occidental Petroleum Corporation","9"
"3514","Delta Solid Waste Management Authority","Three Rivers Solid Waste Management Authority","15"
"3515","Deltech Acquisition Corporation","Exelon Corporation","17"
"3516","Deltech Monomers Bidco Holdings, LLC","Riverstone Holdings LLC","23"
"3517","Denbury Onshore, LLC","Tenrgys LLC","13"
"3518","Denbury Resources, Inc. (2010)","Trey Resources, Inc.","14"
"3519","Denver City Energy Associates","Starret City Associates","18"
"3520","Department of Defense - US Army","U.S. Department of the Army","18"
"3521","Department of Energy","US Department of Energy","3"
"3522","Department of Sanitation Services, City of Dallas, Texas","US Department of Energy","43"
"3523","Department of the Air Force","U.S. Department of the Army","14"
"3524","Department of the Navy","U.S. Department of the Army","11"
"3525","Des Moines County Regional Solid Waste Commission","Rome-Floyd County Solid Waste Commission","25"
"3526","Deschutes County","Rice County","9"
"3527","Deschutes County Oregon","Rice County","16"
"3528","Deseret Generation & Transmission Cooperative","Tri-State Generation & Transmission","24"
"3529","Deseret Generation Transmission and Cooperative","Southwest Transmission Cooperative Corp","30"
"3530","Deseret Generation and Transmission Cooperative","Tri-State Generation and Transmission Association","26"
"3531","Destin Pipeline Company LLC","Superior Pipeline Company, LLC","11"
"3532","Detroit Renewable Energy LLC","Aventine Renewable Energy","13"
"3533","Detroit Renewable Resources LLC","Sentinel Peak Resources LLC","16"
"3534","Detroit Thermal","Dow","14"
"3535","Development Authority of the North Country","University of North Dakota","32"
"3536","Devon Energy","Devon Energy","0"
"3537","Devon Energy Corporation","Devon Energy Corporation","0"
"3538","Devon Energy Production Co LP","Devon Energy Production Co LP","0"
"3539","Devon Gas Services, L.P.","Utica Gas Services, LLC","15"
"3540","Devro, Inc.","Pfizer, Inc.","7"
"3541","DiGeronimo Aggregates, LLC","Tenrgys LLC","19"
"3542","Diageo USVI","Dow","10"
"3543","Diamond Generating CORP","Diamondback Energy","17"
"3544","Diamond Generating Corp","Stone Energy Corp","16"
"3545","Diamond Generating Corporation","Devon Energy Corporation","14"
"3546","Diamond Generation Corp","Sempra Generation","16"
"3547","Diamondback Energy","Diamondback Energy","0"
"3548","Dicalite Minerals Corp","Valley Minerals LLC","13"
"3549","Didion Milling Inc.","Corning Inc.","11"
"3550","Diodes INC","Diodes INC","0"
"3551","Diodes, Inc","Diodes, Inc","0"
"3552","Direct Energy LP","FirstEnergy","9"
"3553","Discovery Natural Resources, LLC","Teal Natural Resources LLC","12"
"3554","District Energy Corporation","Duke Energy Corporation","10"
"3555","District Energy St. Paul","FirstEnergy","17"
"3556","District Energy St. Paul Inc.","Westar Energy Inc","18"
"3557","Diversified Oil & Gas","Titus Oil & Gas","12"
"3558","Divide Creek Gathering System LLC","Timber Creek Operating LLC","23"
"3559","Dixie Chemical Company","Dow Chemical Company","6"
"3560","Doe Run Resources Company","Deere & Company","14"
"3561","Dofasco Holdings Inc.","Post Holdings, Inc.","8"
"3562","Dofasco Holdings Inc. [dba. ArcelorMittal Tubular Products USA Corporation]","Sasol USA Corporation","56"
"3563","Dofasco Holdings LLC.","TA Ada Holdings LLC","12"
"3564","Dogwood Power Management, LLC","Scout Energy Management LLC","18"
"3565","Dominion Resources, Inc.","Dominion Resources, Inc.","0"
"3566","Dominion Resources, Inc.`","Dominion Resources, Inc.`","0"
"3567","Domtar Corporation","Domtar Corporation","0"
"3568","Domtar Paper Company LLC","St Paper LLC","14"
"3569","Domtar Paper Company, LLC","St Paper LLC","15"
"3570","Domtar Paper Company, LLC.","St Paper LLC","16"
"3571","Doswell Limited Partnership","Tunnel Hill Partners","21"
"3572","Double C Limited","Dow","15"
"3573","Dougherty County Board of Commissioners","Seminole County Board of County Commissioners","20"
"3574","Douglas County Public Works","Spartanburg County Public Works","14"
"3575","Douglas County, Nebraska","Sarpy County, Nebraska","10"
"3576","Dow","Dow","0"
"3577","Dow Chemical Company","Dow Chemical Company","0"
"3578","Dow Corning","Owens Corning","6"
"3579","Dow Corning Corporation","Domtar Corporation","11"
"3580","Doyon Properties Inc.","Koppers Inc.","13"
"3581","Doyon Utilities","Northeast Utilities","12"
"3582","Drake Cement","St Barbara Cement","11"
"3583","Drummond Co Inc","Trammo Inc","9"
"3584","Drummond Dolomite","Google","15"
"3585","DuPont Teijin Films","Tenaris","16"
"3586","DuPont de Nemours, Inc","DuPont de Nemours, Inc","0"
"3587","Dubuque Metropolitan Area Solid Waste Agency","Texoma Area Solid Waste Authority","31"
"3588","Duferco US Investment Corp.","Top Gun Investment Corp II","17"
"3589","Dugan Production Corp","Spray Products Corp","12"
"3590","Duke Energy Corporation","Duke Energy Corporation","0"
"3591","Duke Energy Generation Services, Inc.","FPL Energy Operation Services, Inc","13"
"3592","Duke University","Syracuse University","8"
"3593","Dunn Paper Inc","Pfizer Inc","10"
"3594","Duonix Beatrice General Partners LLC","Sanare Energy Partners, LLC","21"
"3595","Duquesne Generation LLC","Temple Generation I LLC","12"
"3596","Duquesne Light Company","Deere & Company","13"
"3597","Duquesne University","Syracuse University","10"
"3598","Durand Glass Manufacturing Company","Ford Motor Company","24"
"3599","Durango Midstream LLC","Antero Midstream LLC","9"
"3600","Durango Midstream, LLC","Antero Midstream LLC","10"
"3601","Dutchess County Resource Recovery Agency","Tulare County Resource Management Agency","24"
"3602","Dynamic Offshore Resources, LLC","Roan Resources LLC","19"
"3603","Dynegy Inc","Linde Inc","7"
"3604","Dynegy Inc.","Linde Inc","8"
"3605","Dynegy, Inc.","WPX Energy, Inc.","8"
"3606","Dynegy, Stuart, LLC","Solae, LLC","15"
"3607","Dyno Nobel Inc","Novelis Inc.","10"
"3608","Dyno Nobel Inc.","Novelis Inc.","9"
"3609","Dyno Nobel Incorporated","Novelis Incorporation","14"
"3610","E & J GALLO WINERY","XCEL ENERGY","15"
"3611","E & J Gallo Winery","Entergy","15"
"3612","E ENERGY ADAMS LLC","DTE ENERGY CO","11"
"3613","E ENERGY ADAMS, LLC","DTE ENERGY CO","12"
"3614","E Energy Adams, LLC","UP Energy LLC","10"
"3615","E I DU PONT DE NEMOURS & CO","E I DU PONT DE NEMOURS & CO","0"
"3616","E I Du Pont De Nemours & Co.","E I Du Pont De Nemours & Co.","0"
"3617","E&B NATURAL RESOURCES MANAGEMENT CORP","ARES MANAGEMENT CORP","17"
"3618","E&B Natural Resources","Teal Natural Resources","7"
"3619","E&J GALLO WINERY","XCEL ENERGY","13"
"3620","E&J Gallo Winery","Entergy","13"
"3621","E&J Gallo Winery INC.","Talos Energy Inc.","16"
"3622","E. I duPont de Nemours and Company","E. I duPont de Nemours and Company","0"
"3623","E. I. DuPont de Nemours and Company","E. I. DuPont de Nemours and Company","0"
"3624","E. I. du Pont de Nemours & Co.","E. I. du Pont de Nemours & Co.","0"
"3625","E. I. duPont de Nemours and Company","E. I. duPont de Nemours and Company","0"
"3626","E. Marcellus Asset Company, LLC","3M Company","23"
"3627","E.I DuPont deNemours & Co. Inc.","E.I DuPont deNemours & Co. Inc.","0"
"3628","E.I. DUPONT DE NEMOURS & CO INC HIGHLAND","E.I. DUPONT DE NEMOURS & CO INC HIGHLAND","0"
"3629","E.I. DUPONT DE NEMOURS AND COMPANY","E.I. DUPONT DE NEMOURS AND COMPANY","0"
"3630","E.I. DuPont DeNemours and Company","E.I. DuPont DeNemours and Company","0"
"3631","E.I. du Pont de Nemours and Company","E.I. du Pont de Nemours and Company","0"
"3632","E.I. duPont Nemours and Company","E.I. duPont Nemours and Company","0"
"3633","E.I. duPont de Nemours Company","E.I. duPont de Nemours Company","0"
"3634","E.I. duPont de Nemours and Company","E.I. duPont de Nemours and Company","0"
"3635","EAGLE COUNTY GOVERNMENT","SALT LAKE COUNTY","19"
"3636","EAGLE MATERIALS INC","EAGLE MATERIALS INC","0"
"3637","EAGLE PETROLEUM LLC","SAGA PETROLEUM LLC","5"
"3638","EAGLE ROCK ENERGY PARTNERS LP","MARKWEST ENERGY PARTNERS LP","12"
"3639","EAGLE ROCK ENERGY PARTNERS, LP","MARKWEST ENERGY PARTNERS, LP","12"
"3640","EAGLE ROCK FIELD SERVICES, L.P.","AGL RESOURCES INC","24"
"3641","EAGLE ROCK FIELD SERVICES, LP","AGL RESOURCES INC","22"
"3642","EAGLECLAW MIDSTREAM SERVICES LLC","TALL OAK MIDSTREAM LLC","18"
"3643","EAGLERIDGE OPERATING LLC","ENBRIDGE INC","16"
"3644","EARTHRISE LEGATO LLC","SEPG MGA, LLC","15"
"3645","EARTHSTONE ENERGY INC","EARTHSTONE ENERGY INC","0"
"3646","EARTHSTONE OPERATING LLC","EARTHSTONE ENERGY INC","13"
"3647","EAST CENTRAL SOLID WASTE COMMISSION","EASTMAN KODAK CO","27"
"3648","EAST JORDAN IRON WORKS INC (DBA EJ USA INC )","DELTA AIR LINES INC","33"
"3649","EAST JORDAN IRON WORKS INC (dba EJ USA, Inc.)","SRI USA, Inc.","32"
"3650","EAST KANSAS AGRI-ENERGY LLC","SABINAL ENERGY LLC","15"
"3651","EAST KANSAS AGRI-ENERGY, LLC","SABINAL ENERGY LLC","16"
"3652","EAST KENTUCKY POWER COOPERATIVE","ENTERGY CORP","25"
"3653","EAST KENTUCKY POWER COOPERATIVE INC","HESS CORPORATION","27"
"3654","EAST PENN MANUFACTURING CO INC","TAC MANUFACTURING","17"
"3655","EAST TEXAS ELECTRIC COOPERATIVE INC","EL PASO ELECTRIC CO","22"
"3656","EAST TEXAS ELECTRIC COOPERATIVE, INC","EL PASO ELECTRIC CO","23"
"3657","EAST WEST COPOLYMER & RUBBER LLC","COOPER TIRE & RUBBER CO","23"
"3658","EAST WEST COPOLYMER & RUBBER, LLC","COOPER TIRE & RUBBER CO","24"
"3659","EASTERN LARAMIE COUNTY SOLID WASTE DISPOSAL DISTRICT","CONSOLIDATED EDISON INC","37"
"3660","EASTERN MICHIGAN UNIVERSITY","MGE ENERGY","23"
"3661","EASTMAN CHEMICAL CO","EASTMAN CHEMICAL CO","0"
"3662","EASTMAN CHEMICAL COMPANY","EASTMAN CHEMICAL COMPANY","0"
"3663","EASTMAN KODAK CO","EASTMAN KODAK CO","0"
"3664","EAV Operator, LLC","Rover Operating, LLC","13"
"3665","EB HOLDINGS II INC","PEPCO HOLDINGS INC","8"
"3666","EBENSBURG POWER CO","BOEING CO","13"
"3667","ECLIPSE RESOURCES CORP","CNX RESOURCES CORP","8"
"3668","ECO BAT INDIANA, LLC","ECOVYST INC","15"
"3669","ECO BAT NEW YORK, LLC","ONEOK, Inc","17"
"3670","ECO SERVICES OPERATIONS CORP","KRATON CORP","19"
"3671","ECO SERVICES OPERATIONS LLC","TALLGRASS OPERATIONS LLC","17"
"3672","ECO-BAT NORTH AMERICA","SAINT GOBAIN NORTH AMERICA","13"
"3673","ECO-BAT North America","UPM North America","10"
"3674","ECOELECTRICA LP","S&C ELECTRIC CO","10"
"3675","ECOELECTRICA, LP","S&C ELECTRIC CO","11"
"3676","ECOLOGY SOLUTIONS LLC","ECOVYST INC","14"
"3677","ECOM ATLANTIC INC","COVANCE INC","10"
"3678","ECOMAINE","HEI","7"
"3679","ECOVYST INC","ECOVYST INC","0"
"3680","ECP LLC","SCI LLC","4"
"3681","EDDY COUNTY","3M CO","10"
"3682","EDF Trading Resources, LLC","Roan Resources LLC","12"
"3683","EDGEBORO INC","GEVO INC","6"
"3684","EDGEMARC ENERGY HOLDINGS LLC","MID-AMERICAN ENERGY HOLDINGS CO","15"
"3685","EDGEWATER GENERATION HOLDINGS LLC","JELD-WEN HOLDING INC","23"
"3686","EDGEWATER GENERATION LLC","DTE ENERGY CO","17"
"3687","EDISON INTERNATIONAL","EDISON INTERNATIONAL","0"
"3688","EDISON MISSION ENERGY CO","DOMINION ENERGY INC","11"
"3689","EFFINGHAM COUNTY POWER LLC","GENERAL MOTORS LLC","20"
"3690","EFH CORP","EQT CORP","4"
"3691","EFH Corp.","FMC Corp","5"
"3692","EFS MIDSTREAM LLC","ANTERO MIDSTREAM LLC","7"
"3693","EFS Midstream LLC","Enlink Midstream, LLC","8"
"3694","EFS-N LLC","SCI LLC","6"
"3695","EGCO LINDEN II LLC","SCI LLC","13"
"3696","EGCO Linden II, LLC","Linde LLC","10"
"3697","EGGER WOOD PRODUCTS LLC","GENERAL MOTORS LLC","17"
"3698","EGGER Wood Products LLC","Sonoco Products Co","15"
"3699","EIF BERKSHIRE HOLDINGS LLC","DELEK US HOLDINGS INC","17"
"3700","EIF BNY II LLC","GREIF INC","11"
"3701","EIF BNY II, LLC","GREIF INC","12"
"3702","EIF BNY LLC","GREIF INC","8"
"3703","EIF BNY, LLC","GREIF INC","9"
"3704","EIF Berkshire Holdings, LLC","TEP Rex Holdings, LLC","14"
"3705","EIF CHANNELVIEW COGENERATION LLC","XCEL ENERGY INC","25"
"3706","EIF CHANNELVIEW LLC","SCI LLC","14"
"3707","EIF Channelview, LLC","SE Choctaw LLC","14"
"3708","EIF MORGANTOWN HOLDINGS, LLC","ITC HOLDINGS CORP","19"
"3709","EIF Mojave Holdings, LLC","TEP Rex Holdings, LLC","11"
"3710","EIF Morgantown Holdings, LLC","Rupert Holdings, LLC","16"
"3711","EIF NEC LLC","GREIF INC","8"
"3712","EIF NORTHAMPTON GP LLC","KRATON CO","17"
"3713","EIF NORTHAMPTON LP LLC","KRATON CO","17"
"3714","EIF Northampton GP, LLC","SE Choctaw LLC","19"
"3715","EIF Northampton LP, LLC","SE Choctaw LLC","19"
"3716","EIF OREGON LLC","GREIF INC","11"
"3717","EIF Oregon, LLC","Styron LLC","11"
"3718","EIF PANOCHE LLC","GREIF INC","12"
"3719","EIF PANOCHE, LLC","TOMPC, LLC","12"
"3720","EIF US Power Fund IV LP","Tenaska Power Fund LP","16"
"3721","EIF-NEC, LLC","SCI LLC","9"
"3722","EKA CHEMICALS INC","EASTMAN CHEMICAL CO","10"
"3723","EL CAJON ENERGY, LLC","DEVON ENERGY","12"
"3724","EL CAJON ENERGY, LP","DEVON ENERGY","11"
"3725","EL PASO CORP","AES CORP","6"
"3726","EL PASO ELECTRIC CO","EL PASO ELECTRIC CO","0"
"3727","EL PASO Pipeline Partners, L.P","Targa Pipeline Partners, LP","13"
"3728","EL PASO Pipeline Partners, L.P.","Targa Pipeline Partners, LP","14"
"3729","EL PASO RUBY HOLDING CO LLC","PEPCO HOLDINGS INC","19"
"3730","ELANCO US INC","ELANCO US INC","0"
"3731","ELECTRIC TRANSMISSION TEXAS LLC","ENERGY TRANSFER LP","25"
"3732","ELEMENT RESOURCES DE LLC","EOG RESOURCES INC","15"
"3733","ELEMENTIS GLOBAL LLC","AEMETIS INC","15"
"3734","ELEMENTIS WORLDWIDE","AEMETIS INC","14"
"3735","ELEMENTIS Worldwide","AEMETIS INC","16"
"3736","ELEVATION RESOURCES LLC","EOG RESOURCES INC","12"
"3737","ELGIN ENERGY CENTER LLC","XCEL ENERGY INC","14"
"3738","ELI LILLY & CO","ELI LILLY & CO","0"
"3739","ELI LILLY & CO MASTER TRUST FOR EMPLOYEE BENEFITS","ELI LILLY & CO","35"
"3740","ELITE OCTANE LLC","TOMPC LLC","11"
"3741","ELK PETROLEUM INC","LAREDO PETROLEUM INC","7"
"3742","ELK PETROLEUM LTD","LAREDO PETROLEUM","11"
"3743","ELK RIVER PUBLIC UTILITY DISTRICT","SACRAMENTO MUNICIPAL UTILITY DISTRICT","24"
"3744","ELKHART COUNTY LANDFILL","T S LANDFILL, INC","18"
"3745","ELLWOOD GROUP INC","FPL GROUP INC","8"
"3746","ELMWOOD PARK POWER LLC","DOW INC","19"
"3747","EMD ACQUISITION LLC","SCI LLC","14"
"3748","EMD Acquisition LLC","Rubicon LLC","14"
"3749","EMERA US HOLDINGS INC","DELEK US HOLDINGS INC","6"
"3750","EMERALD LAKE CAPITAL MANAGEMENT","SALT LAKE COUNTY","25"
"3751","EMERALD PERFORMANCE MATERIALS LLC","EAGLE MATERIALS INC","20"
"3752","EMERY OLEOCHEMICALS LLC","EASTMAN CHEMICAL CO","16"
"3753","EMORY UNIVERSITY","DEVON ENERGY","14"
"3754","EMPIRE ACQUISITION LLC","KRATON CO","17"
"3755","ENABLE MIDSTREAM PARTNERS LP","ENABLE MIDSTREAM PARTNERS LP","0"
"3756","ENABLE MIDSTREAM PARTNERS, LP","ENABLE MIDSTREAM PARTNERS, LP","0"
