"","V1","V2","V3"
"2172","SUBARU OF INDIANA AUTOMOTIVE INC","LSB INDUSTRIES INC","22"
"2173","SUBARU OF INDIANA AUTOMOTIVE, INC","LSB INDUSTRIES INC","23"
"2174","SUEZ ENERGY GENERATION NA INC","MGE ENERGY INC","19"
"2175","SUEZ ENERGY GENERATION NORTH AMERICA INC","SAINT GOBAIN NORTH AMERICA","24"
"2176","SUEZ-DEGS of Tuscola, LLC","Solae, LLC","17"
"2177","SUGAR CANE GROWERS COOPERATIVE OF FLORIDA","PACKAGING CORP OF AMERICA","34"
"2178","SUGAR GROWERS & REFINERS INC","MGE ENERGY INC","20"
"2179","SUGAR Growers and Refiners, Inc","Sugar Growers and Refiners Inc","9"
"2180","SULLIVAN COUNTY","SALT LAKE COUNTY","9"
"2181","SUMCO PHOENIX CORP","UNIT CORP","11"
"2182","SUMCO Phoenix Corporation","FMC Corporation","12"
"2183","SUMITOMO RUBBER USA LLC","UNIBOARD USA LLC","15"
"2184","SUMMIT COUNTY","UNIT CORP","10"
"2185","SUMMIT COUNTY COLORADO","UNIMIN CORP","17"
"2186","SUMMIT MATERIALS INC","EAGLE MATERIALS INC","11"
"2187","SUMMIT MATERIALS LLC","EAGLE MATERIALS INC","15"
"2188","SUMMIT MATERIALS, LLC","EAGLE MATERIALS INC","16"
"2189","SUMMIT MIDSTREAM PARTNERS LLC","MARTIN MIDSTREAM PARTNERS LP","11"
"2190","SUMMIT MIDSTREAM PARTNERS LP","MARTIN MIDSTREAM PARTNERS LP","8"
"2191","SUMMIT MIDSTREAM PARTNERS, LLC","DCP MIDSTREAM PARTNERS, LP","12"
"2192","SUMMIT PETROLEUM CORP","MARATHON PETROLEUM CORP","10"
"2193","SUMMIT PETROLEUM LLC","SAGA PETROLEUM LLC","8"
"2194","SUMMIT UTILITIES INC","ESSENTIAL UTILITIES INC","11"
"2195","SUMMIT UTILITIES, INC","ESSENTIAL UTILITIES INC","12"
"2196","SUN CAPITAL","SCI LLC","10"
"2197","SUN CAPITAL PARTNERS INC","CAPITAL POWER CORP","16"
"2198","SUN CHEMICAL","DOW CHEMICAL","6"
"2199","SUNBURY GENERATION LP","DENBURY INC","16"
"2200","SUNCOKE ENERGY","XCEL ENERGY","7"
"2201","SUNCOKE ENERGY INC","XCEL ENERGY INC","7"
"2202","SUNCOR ENERGY (USA) INC","CVR ENERGY INC","11"
"2203","SUNDANCE ENERGY INC","PDC ENERGY INC","7"
"2204","SUNDEVIL POWER HOLDINGS LLC","UIL HOLDINGS CORP","16"
"2205","SUNDEVIL POWER HOLDINGS, LLC","UIL HOLDINGS CORP","17"
"2206","SUNFLOWER ELECTRIC POWER CORP","GENERAL ELECTRIC CO","18"
"2207","SUNNY FARMS LANDFILL, LLC","T S LANDFILL, INC","14"
"2208","SUNNYSIDE COGENERATION ASSOCIATES","SACRAMENTO COGENERATION AUTHORITY","26"
"2209","SUNOCO INC","DOW INC","7"
"2210","SUNOCO INC (R&M)","DOW INC","13"
"2211","SUNOCO PARTNERS MARKETING & TERMINALS L P","COMPASS MINERALS","29"
"2212","SUNOCO PARTNERS MARKETING & TERMINALS LP","COMPASS MINERALS","28"
"2213","SUNRISE COAL LLC","UNISEA INC","10"
"2214","SUPERIOR FORGE & STEEL CORP","PG&E CORP","18"
"2215","SUPERIOR INDUSTRIES INTERNATIONAL INC","HAYNES INTERNATIONAL INC","19"
"2216","SUPERIOR PLUS CORP","PPL CORP","10"
"2217","SUPERIOR REFINING CO LLC","BOEING CO","17"
"2218","SURGE OPERATING LLC","SCI LLC","14"
"2219","SURGE OPERATING, LLC","SCI LLC","15"
"2220","SURRY COUNTY","3M CO","11"
"2221","SURRY COUNTY NORTH CAROLINA","FORD MOTOR CO","22"
"2222","SWEPI LP","HEI","7"
"2223","SWG Pipeline, LLC","Rowdy Pipeline LLC","9"
"2224","SWIFT ENERGY OPERATING LLC","PBF ENERGY INC","16"
"2225","SWIFT ENERGY OPERATING, LLC","PBF ENERGY INC","17"
"2226","SWINGER TRUCKING INC","INGREDION INC","13"
"2227","SYLVAMO NORTH AMERICA LLC","SAINT GOBAIN NORTH AMERICA","17"
"2228","SYMRISE INC","UNISEA INC","7"
"2229","SYNERGY RESOURCES CORP","ANTERO RESOURCES CORP","7"
"2230","SYNGENTA CORP","EQT CORP","7"
"2231","SYRACUSE UNIVERSITY","XCEL ENERGY","16"
"2232","Sabine Oil & Gas LLC","Sabine Oil & Gas LLC","0"
"2233","Sabine Oil and Gas Corporation","Scana Corporation","15"
"2234","Sabine Parish Police Jury","Union Parish Police Jury","7"
"2235","Sacramento Cogeneration Authority","Scana Corporation","24"
"2236","Sacramento Cogeration Authority","Scana Corporation","22"
"2237","Sacramento Municipal Utility District","Sacramento Municipal Utility District","0"
"2238","Sacramento Municipal Utility District Financing Authority","Sacramento Municipal Utility District","20"
"2239","Sacramento Power Authority","San Benito County","21"
"2240","Safety-Kleen Systems Inc.","Safety-Kleen Systems Inc.","0"
"2241","Safety-Kleen Systems, Inc.","Safety-Kleen Systems Inc.","1"
"2242","Saga Petroleum, LLC","Saga Petroleum, LLC","0"
"2243","Saint Gobain North America","Saint-Gobain North America","2"
"2244","Saint-Gobain","Statoil","9"
"2245","Saint-Gobain Containers Inc","Saint-Gobain North America","17"
"2246","Saint-Gobain Containers Inc.","Saint-Gobain North America","18"
"2247","Saint-Gobain Corporation","Scana Corporation","9"
"2248","Saint-Gobain Corporation North America Inc.","Saint-Gobain North America","17"
"2249","Saint-Gobain North America","Saint-Gobain North America","0"
"2250","Salem County Improvement Authority","Salem County Improvement Authority","0"
"2251","Salem County Improvement Authority (SCIA)","Salem County Improvement Authority","7"
"2252","Salinas Valley Solid Waste Authority","Salinas Valley Solid Waste Authority","0"
"2253","Salt Creek Midstream, LLC","Tall Oak Midstream, LLC","10"
"2254","Salt Lake City Corporation","Salt Lake City Corporation","0"
"2255","Salt Lake County","Sarasota County","9"
"2256","Salt River Pima Maricopa Indian Community","The Salt River Pima - Maricopa Indian Community","6"
"2257","Salt River Pima-Maricopa Indian Community","The Salt River Pima - Maricopa Indian Community","6"
"2258","Salt River Project","Salt River Project","0"
"2259","Salt River Project Agricultural Improvement and Power District (100% Ownership of Unit 4 only)","SALT RIVER PROJECT (100% Ownership of Unit 4 only)","68"
"2260","Sam Rayburn G&T","Sam Rayburn G&T","0"
"2261","Samchully Power & Utilities, LLC","Samchully Power & Utilities LLC","1"
"2262","Sampson County","Sampson County","0"
"2263","Sampson County Disposal, LLC","Sampson County Disposal LLC","1"
"2264","Samson Energy Company, LLC","Sampson Energy Company LLC","2"
"2265","Samson Resources","Samson Resources","0"
"2266","Samsung Austin Semiconductor","Samsung Austin Semiconductor","0"
"2267","Samuel Gary Jr. Associates, Inc.","Samuel Gary Jr Associates Inc","3"
"2268","San Bernardino County - Solid Waste Management Division","San Bernardino County - Solid Waste Management Division","0"
"2269","San Bernardino County - Solida Waste Management Division","San Bernardino County - Solid Waste Management Division","1"
"2270","San Bernardino Solid Waste Management Division","San Bernardino County - Solid Waste Management Division","9"
"2271","San Diego County Department of Public Works","San Diego County Department of Public Works","0"
"2272","San Diego Gas and Electric","San Diego Gas and Electric","0"
"2273","San Joaquin County Public Works Department","San Joaquin County Public Works Department","0"
"2274","San Joaquin Energy Company","San Joaquin Energy Company","0"
"2275","San Joaquin Refining Company, Inc.","San Joaquin Refining Company, Inc.","0"
"2276","San Mateo Midstream II, LLC","San Mateo Midstream LLC","4"
"2277","San Miguel Electric Cooperative, Inc.","San Miguel Electric Cooperative, Inc","1"
"2278","Sanchez Oil and Gas","Sanchez Oil & Gas","4"
"2279","SandRidge Energy, Inc","Sandridge Energy, Inc","2"
"2280","SandRidge Exploration and Production, LLC","Titan Rock Exploration & Production, LLC","17"
"2281","SandRidge Production and Exploration, LLC","Sanguine Gas Exploration, LLC","18"
"2282","Sanders Lead Company","Sanders Lead Company","0"
"2283","Sanderson Farms, Inc.","Sanderson Farms, Inc.","0"
"2284","Sandoval County, NM","Sandoval County, NM","0"
"2285","Sandoval County, New Mexico","Sandoval County, New Mexico","0"
"2286","Sandridge Energy, Inc","Sandridge Energy, Inc","0"
"2287","Sandridge Energy, Inc.","Sandridge Energy, Inc","1"
"2288","Sanguine Gas Exploration, LLC","Sanguine Gas Exploration, LLC","0"
"2289","Sanimax USA Inc.","Sanimax USA Inc.","0"
"2290","Sanofi Pasteur Inc.","Sanofi Pasteur Inc.","0"
"2291","Santa Barbara County Dept of Public Works","Santa Barbara County Dept of Public Works","0"
"2292","Santa Barbara County, Department of Public Works, Resource Recovery & Waste Management","Santa Barbara County Department of Public Works Resource Recovery & Waste Management","2"
"2293","Santa Fe Solid Waste Management Agency","Santa Fe Solid Waste Management Agency","0"
"2294","Santa Rosa Board of County Commissioners","Santa Rosa Board of County Commissioners","0"
"2295","Santa Rosa County Board of County Commissioners","Santa Rosa County Board of County Commissioners","0"
"2296","Santee Cooper","Santee Cooper","0"
"2297","Santee Print Works Inc","Santee Print Works Inc","0"
"2298","Sapa Extrusions, Inc.","Sapa Extrusions, Inc.","0"
"2299","Saputo Cheese USA Inc.","Saputo Cheese USA Inc.","0"
"2300","Sarasota County","Sarasota County","0"
"2301","Sarasota County, FL","Sarasota County, FL","0"
"2302","Sarasota County, Fl","Sarasota County, FL","2"
"2303","Sarpy County","Sarpy County","0"
"2304","Sarpy County, Nebraska","Sarpy County, Nebraska","0"
"2305","Sasol North America Inc.","Sasol North America Inc.","0"
"2306","Sasol USA Corporation","Sasol USA Corporation","0"
"2307","Saudi Refining INC","Saudi Refining Inc","4"
"2308","Savannah River Nuclear Solutions, LLC","Savannah River Nuclear Solutions, LLC","0"
"2309","Savant Alaska, LLC","Savant Alaska, LLC","0"
"2310","Sazerac CO INC","Sazerac Co Inc","6"
"2311","Scala Energy LLC","Scala Energy LLC","0"
"2312","Schmolz & Bickenbach USA Holdings, Inc.","Schmolz & Bickenbach USA Holdings Inc","2"
"2313","Schnitzer Steel Industries, Inc.","Schnitzer Steel Industries Inc","2"
"2314","Schuylkill Energy Resources, Inc.","Schuylkill Energy Resources Inc","2"
"2315","Scottsboro Solid Waste Authority","Scottsboro Solid Waste Authority","0"
"2316","Sd-Chemie Inc.","Sd-Chemie Inc.","0"
"2317","Seaboard Corporation","Seaboard Corporation","0"
"2318","Seaboard Energy, LLC","Seaboard Energy, LLC","0"
"2319","Seagrave Fire Apparatus LLC","Seagrave Fire Apparatus LLC","0"
"2320","Searles Valley Minerals, Inc.","Searles Valley Minerals Inc","2"
"2321","Seattle Steam Company LLC","Seattle Steam Company LLC","0"
"2322","Sebastian Mining Company, LLC","Sebastian Mining Company, LLC","0"
"2323","Sekisui America Corp","Sekisui America Corp","0"
"2324","Select Milk Producers, INC","Select Milk Producers Inc","5"
"2325","SemGas, LP","SemGas, LP","0"
"2326","Semiconductor Component Industries","Semiconductor Component Industries","0"
"2327","Seminole County Board of County Commissioners","Seminole County Board of County Commissioners","0"
"2328","Seminole Electric Cooperative, Inc.","Seminole Electric Cooperative, Inc.","0"
"2329","Seminole Pipeline CO LLC","Seminole Pipeline Co LLC","2"
"2330","Sempra Energy","Sempra Energy","0"
"2331","Sempra Generation","Sempra Generation","0"
"2332","Sempra REX Holdings, LLC","Sempra REX Holdings, LLC","0"
"2333","Sempra U.S Gas & Power","Sempra U.S Gas & Power","0"
"2334","Sendero Midstream Partners, LP","Sendero Midstream Partners, LP","0"
"2335","Seneca Landfill, Incorporated","Seneca Landfill, Incorporated","0"
"2336","Seneca Power Partners, LP","Sterling Power Partners, LP","8"
"2337","Seneca Resources Corporation","Seneca Resources Corp","7"
"2338","Seneca Sustainable Energy, LLC","Scala Energy LLC","16"
"2339","Sensient Technologies Corporation","Sensient Technologies Corp","7"
"2340","Sentinel Peak Resources","Sentinel Peak Resources LLC","4"
"2341","Sequitur East Texas LLC","Sequitur East Texas LLC","0"
"2342","Seven Hills Paperboard, LLC","Clean Harbors, LLC","17"
"2343","Severstal North America, Inc.","Severstal North America, Inc.","0"
"2344","Severstal Sparrows Point LLC","Styron LLC","20"
"2345","Seward County Kansas","Seward County Kansas","0"
"2346","Sewerage and Water Board of New Orleans","Sewerage & Water Board of New Orleans","4"
"2347","Sexton Family Partnership, L.P.","Sexton Family Partner LP","7"
"2348","Sexton Family Partnership, L.P. and GRG L.P.","Sexton Family Partner LP","20"
"2349","Seymour of Sycamore, Inc.","Seymour of Sycamore Inc","2"
"2350","Shapes/Arch Holdings LLC","Rupert Holdings, LLC","12"
"2351","Shaw Industries Inc.","Mohawk Industries Inc","5"
"2352","Shelby County Commission","St Lucie County Commissioners","13"
"2353","Shelby County Commission (Local Government), Alabama","Shelby County Commission (Local Government) Alabama","1"
"2354","Shelby County Energy Center, LLC","Shelby County Energy Center LLC","1"
"2355","Shell Chemical LP","Shell Chemical LP","0"
"2356","Shell Oil Co.","Shell Oil Co","1"
"2357","Shell Oil Company","Shell Oil Co","5"
"2358","Shell Oil Products US","Shell Oil Co","11"
"2359","Shell Petroleum INCORPORATED","Shell Petroleum Inc","13"
"2360","Shell Petroleum Inc","Shell Petroleum Inc","0"
"2361","Shell Petroleum Inc.","Shell Petroleum Inc","1"
"2362","Shell Petroleum Inc.  (Shell Chemical LP - Norco, LA)","Shell Petroleum Inc","34"
"2363","Shell Petroleum Inc. (Shell Chemical LP - Norco, LA)","Shell Petroleum Inc","33"
"2364","Shell Petroleum, Inc.","Shell Petroleum Inc","2"
"2365","Shell USA","Vale SA","8"
"2366","Shenandoah County, VA","Shenandoah County VA","1"
"2367","Sheridan Production Comapny, LLC","Sheridan Production Co LLC","6"
"2368","Sheridan Production Company, LLC","Sheridan Production Co LLC","6"
"2369","Sherwin Alumina Company LLC","Sherwin Alumina Co LLC","5"
"2370","Shiloh Industries Inc","Shiloh Industries Inc","0"
"2371","ShinEtsu Handotai","Shin-Etsu Handotai Co Ltd","8"
"2372","Shoosmith Bros., Inc.","Shoosmith Bros Inc","3"
"2373","Shoreham Energy LLC","Shoreline Energy LLC","7"
"2374","Shoreline Energy LLC","Shoreline Energy LLC","0"
"2375","Show-Me Ethanol, LLC","Show-Me Ethanol LLC","1"
"2376","Showa Denko Carbon, Inc","Showa Denko Carbon Inc","1"
"2377","Showa Denko Carbon, Inc.","Showa Denko Carbon Inc","2"
"2378","Shultz Steel Co","Shultz Steel Co","0"
"2379","Sid Richardson Carbon, Ltd.","Sid Richardson Carbon & Energy Co","16"
"2380","Sierra Army Depot","Sarpy County","15"
"2381","Sierra Pacific Industries","Sierra Pacific Industries","0"
"2382","Sierra Power Corporation","Seaboard Corporation","10"
"2383","Signal Hill Petroleum, Inc.","Signal Hill Petroleum Inc","2"
"2384","Signal Hill Power LLC","Signal Hill Petroleum Inc","14"
"2385","Signal Hill Power Partners, LP","Sterling Power Partners, LP","13"
"2386","Signal Hill Wichita Falls Power, LP","Signal Hill Petroleum Inc","28"
"2387","Signify North America Corp","Sekisui America Corp","14"
"2388","Sikeston Board of Muncipal Utilities","Sikeston Board of Municipal Utilities","1"
"2389","Sikeston Board of Munipal Utilities","Sikeston Board of Municipal Utilities","2"
"2390","Silver Creek Permian Operating CO, LLC","Riley Permian Operating CO, LLC","11"
"2391","Silver Eagle Oil, Inc.","Eagle Materials, Inc.","15"
"2392","Silver Hill Energy Operating LLC","S2 Energy Operating, LLC","12"
"2393","Silverback Midstream, LLC","Silverback Midstream LLC","1"
"2394","Silverbow Resources Inc","SilverBow Resources Inc","2"
"2395","Simcoe LLC","Solae, LLC","6"
"2396","Simmons Foods, Inc.","Simmons Foods Inc","2"
"2397","Simmons Prepared Foods, Inc.","Simmons Prepared Foods Inc","2"
"2398","Simplot BP Idaho, LLC","Simplot BP Idaho LLC","1"
"2399","Simpson Investment Company","Monsanto Company","16"
"2400","Simpson Lumber Company LLC","Sampson Energy Company LLC","10"
"2401","Sioux River Ethanol, LLC","Siouxland Ethanol LLC","11"
"2402","Siouxland Energy & Livestock Cooperative","Siouxland Energy & Livestock Cooperative","0"
"2403","Siouxland Ethanol, LLC","Siouxland Ethanol LLC","1"
"2404","Skana Aluminum Co.","Sanimax Corp","14"
"2405","Skull Valley Band of Goshute Indians","State of Indiana","26"
"2406","Sky Quarry INC","Smarr EMC","11"
"2407","Skyworks Solutions, Inc.","Skyworks Solutions Inc","2"
"2408","Slawson Companies, Inc.","Slawson Companies Inc","2"
"2409","Smarr EMC","Smarr EMC","0"
"2410","Smith Beecham Corporation","Scana Corporation","12"
"2411","Smithfield Foods","Smithfield Foods Inc","4"
"2412","Smithfield Foods, Inc","Smithfield Foods Inc","1"
"2413","Smithfield Packing Company, Inc","Smithfield Foods Inc","19"
"2414","Smithfield Packing Company, Inc.","Smithfield Foods, Inc.","18"
"2415","Smurfit Kappa Orange County LLC","Smurfit Kappa Orange County LLC","0"
"2416","Snake River Sugar Company","Snake River Sugar Co","5"
"2417","Snohomish County","Snohomish County","0"
"2418","Snyder Associated Companies, Inc","Snyder Associated Companies Inc","1"
"2419","Snyder Associated Companies, Inc.","Snyder Associated Companies Inc","2"
"2420","Snyder Brothers INC","Snyder Brothers Inc","4"
"2421","Snyder Brothers Inc","Snyder Brothers Inc","0"
"2422","Society of the Divine Word and the Missionary Sister Servants of the Holy Spirit","The University System of Georgia","66"
"2423","Sofidel America","Sofidel America Corp","5"
"2424","Sojitz Birdsboro LLC","Sojitz Birdsboro LLC","0"
"2425","Sojitz Corp of America","Sojitz Corp of America","0"
"2426","Solae LLC","Solae, LLC","1"
"2427","Solae, LLC","Solae, LLC","0"
"2428","Solid Waste Authority of Central Ohio","Solid Waste Authority of Central Ohio","0"
"2429","Solid Waste Authority of Palm Beach County","Solid Waste Authority of Palm Beach County","0"
"2430","Solid Waste Disposal Authority","Rivanna Solid Waste Authority","17"
"2431","Solid Waste Division, City of Billings, Montana","State of Minnesota","37"
"2432","Solid Waste Division, City of Bllings, Montana","State of Minnesota","36"
"2433","Solid Waste Management Authority of Atkinson County","Solid Waste Authority of Palm Beach County","29"
"2434","Solid Waste Management Commission of Marshall County","Waste Management Inc","36"
"2435","Solid Waste Management Company of Atkinson County","Waste Management Inc","33"
"2436","Solutia Inc.","Solutia Inc","1"
"2437","Solvay Advanced Polymers, LLC","Solae, LLC","19"
"2438","Solvay America","Solvay America Inc","4"
"2439","Solvay Chemicals, Inc.","Solvay Chemicals Inc","2"
"2440","Solvay Holding Inc","Solvay Holding Inc","0"
"2441","Solvay Solexis, Inc.","Solvay Holding Inc","10"
"2442","Solvay Specialty Polymers USA, LLC","Solvay Specialty Polymers USA LLC","1"
"2443","Solvay USA Inc.","Roxul USA, Inc.","8"
"2444","Sonneborn, LLC","Sonneborn LLC","1"
"2445","Sonoco","Sunoco Inc","6"
"2446","Sonoco P","Sunoco Inc","6"
"2447","Sonoco Prodcuts Company","Sonoco Products Company","2"
"2448","Sonoco Products COmpany","Sonoco Products Company","2"
"2449","Sonoco Products Company","Sonoco Products Company","0"
"2450","South Beaumont Farms","Stepan Co","17"
"2451","South Carolina Public Service Authority","South Carolina Public Service Authority","0"
"2452","South Central Coal Company, Inc.","Southern Company","18"
"2453","South Central Iowa Landfill Agency","South Central Iowa Landfill Agency","0"
"2454","South Central Iowa Solid Waste Agency","South Central Iowa Landfill Agency","17"
"2455","South Central Solid Waste Authority","Scottsboro Solid Waste Authority","13"
"2456","South Dakota Soybean Processors, LLC","South Dakota Soybean Processors LLC","1"
"2457","South Field Energy LLC","Southwest Energy LLC","8"
"2458","South Mississippi Electric Power Association","Tucson Electric Power","31"
"2459","South Stage Landfill, Inc.","T S Landfill, Inc.","10"
"2460","South Texas Electric Cooperative, Inc.","South Texas Electric Cooperative Inc","2"
"2461","South Utah Valley Solid Waste District","Salinas Valley Solid Waste Authority","22"
"2462","Southcross Gathering, Ltd","Solae, LLC","21"
"2463","Southcross Processing LLC","Southwire Co LLC","17"
"2464","Southeast Berrien County Landfill Authority","Surry County Landfill","24"
"2465","Southeast Minnesota Ethanol Coop","Southwest Minnesota Agrifuels LLC","21"
"2466","Southeastern Pennsylvania Transportation Authority","Southwestern Production Corp","34"
"2467","Southeastern Public Service Authority","South Carolina Public Service Authority","10"
"2468","Southern California Edison","Southern California Edison","0"
"2469","Southern Company","Southern Company","0"
"2470","Southern Hens, Inc.","StarPet, Inc.","12"
"2471","Southern Idaho Regional Solid Waste District","Upper Southwest Regional Solid Waste Management District","28"
"2472","Southern Illinois Power Coperative","Siouxland Energy Cooperative","24"
"2473","Southern Illinois University","Rowan University","18"
"2474","Southern Minnesota Beet Sugar Cooperative","The Western Sugar Cooperative","20"
"2475","Southern Minnesota Municipal Power Agency","Utah Municipal Power Agency","18"
"2476","Southern Montana Electric Generation and Transmission Cooperative, Inc.","Tr-State Generation and Transmission Association, Inc.","39"
"2477","Southern Nevada Water Authority","Scottsboro Solid Waste Authority","21"
"2478","Southern Oklahoma Regional Disposal, Inc.","Southern California Edison","29"
"2479","Southern Star Acquisition Corp","Southwestern Production Corp","18"
"2480","Southern Star Central Corp","Southwest Gas Corp","16"
"2481","Southern Union Company","Southern Company","6"
"2482","Southern Union Gas Services","Stakeholder Gas Services LLC","19"
"2483","Southern Union Gas Services, Ltd.","Stakeholder Gas Services, LLC","20"
"2484","Southern Union Pipeline, Ltd.","Southern Company","21"
"2485","Southern Ute Indian Tribe","Southern Company","19"
"2486","Southernc Company","Southern Company","1"
"2487","Southhall Group Holdings, LLC.","Rupert Holdings, LLC","18"
"2488","Southside Regional Public Service Authorith","South Carolina Public Service Authority","16"
"2489","Southwest Cheese","Southwire Co","10"
"2490","Southwest Energy","Southwest Energy LLC","4"
"2491","Southwest Generation Operating Company","Southwest Generation Operating Co LLC","9"
"2492","Southwest Generation Operating Company, LLC","Southwest Generation Operating Co LLC","6"
"2493","Southwest Georgia Ethanol, LLC","Show Me Ethanol LLC","15"
"2494","Southwest Iowa Renewable Energy","Southwest Iowa Renewable Energy","0"
"2495","Southwest Minnesota Agrifuels, LLC","Southwest Minnesota Agrifuels, LLC","0"
"2496","Southwestern Electric Cooperative, Inc.","Southwestern Electric Cooperative Inc","2"
"2497","Southwestern Electric Power Company (SWEPCO)","Southwestern Electric Power Co (SWEPCO)","5"
"2498","Southwestern Energy","Southwestern Energy Co","3"
"2499","Southwestern Energy Company","Southwestern Energy Company","0"
"2500","Southwestern Production CORP","Southwestern Production Corp","6"
"2501","Southwire Company","Southwire Company","0"
"2502","Sowega Energy Resources LLC","Sowega Energy Resources LLC","0"
"2503","Sowega Energy Resources, LLC.","Sowega Energy Resources, LLC","1"
"2504","Spansion Inc.","Spansion Inc.","0"
"2505","Spartan Light Metal Products Inc.","Spartan Light Metal Products Inc.","0"
"2506","Spartan Light Metal Products, Inc.","Spartan Light Metal Products, Inc.","0"
"2507","Spartanburg County Public Works","Spartanburg County Public Works","0"
"2508","Spartanburg County, SC","Spartanburg County, SC","0"
"2509","Specialty Products Holding Corp","Specialty Products Holding Corp","0"
"2510","Speciatly Products Holding Company","Specialty Products Holding Company","2"
"2511","Spectra Energy","Spectra Energy","0"
"2512","Spectra Energy Corp","Spectra Energy Corp","0"
"2513","Spectra Energy Corporation","Spectra Energy Corporation","0"
"2514","Spectra Energy Partners, LP","Spectra Energy Partners, LP","0"
"2515","Spectra Energy Southeast Supply Header, LLC","Spectra Energy Southeast Supply Header, LLC","0"
"2516","Spire, INC","Spire, INC","0"
"2517","Spirit AeroSystems Holdings, Inc.","Spirit AeroSystems Holdings, Inc.","0"
"2518","Spotsylvania County","Spotsylvania County","0"
"2519","Springfield, Missouri","Springfield, Missouri","0"
"2520","Spur Energy Partners LLC","Spur Energy Partners LLC","0"
"2521","St Barbara Cement","St Barbara Cement","0"
"2522","St Rose Refinery LLC","St Rose Refinery LLC","0"
"2523","St. Barbara Cement, Inc.","St. Barbara Cement, Inc.","0"
"2524","St. Barnabas Hospital","St. Barnabas Hospital","0"
"2525","St. Clair County","St. Clair County","0"
"2526","St. Landry Parish Solid Waste Disposal District","St. Landry Parish Solid Waste Disposal District","0"
"2527","St. Landry Parish Waste Disposal District","St. Landry Parish Waste Disposal District","0"
"2528","St. Lucie County Commissioners","St. Lucie County Commissioners","0"
"2529","St. Mary Parish Government","St. Mary Parish Government","0"
"2530","Stafford County","Stafford County","0"
"2531","Stafford County, VA","Stafford County, VA","0"
"2532","Stakeholder Gas Services, LLC","Stakeholder Gas Services, LLC","0"
"2533","Standard Binghamton, LLC","Standard Binghamton, LLC","0"
"2534","Standard Ethanol, LLC","Standard Ethanol, LLC","0"
"2535","Standard Steel Holdings, LLC","Standard Steel Holdings, LLC","0"
"2536","Standard Steel, LLC","Standard Steel, LLC","0"
"2537","Stanislaus Food Products","Stanislaus Food Products","0"
"2538","Stanton Energy Reliability Center","Stanton Energy Reliability Center","0"
"2539","Star West Generation, LLC","Star West Generation, LLC","0"
"2540","StarPet, Inc.","StarPet, Inc.","0"
"2541","StarTex Field Services, LLC","StarTex Field Services, LLC","0"
"2542","Stark Power Generation I Holdings, LLC","Stark Power Generation I Holdings, LLC","0"
"2543","Stark Thermo LLC","Stark Thermo LLC","0"
"2544","Starlight Relativity Acquisition CO, LLC","Starlight Relativity Acquisition CO, LLC","0"
"2545","Starret City Associates","Starret City Associates","0"
"2546","Starwod Energy Group","Starwood Energy Group","1"
"2547","Starwood Energy Group","Starwood Energy Group","0"
"2548","Starwood Energy Infrastructure Co-Invest Fund LP","Starwood Energy Infrastructure Co-Invest Fund LP","0"
"2549","Starwood Energy Infrastructure Fund LP","Starwood Energy Infrastructure Fund LP","0"
"2550","State Government","State Government","0"
"2551","State Of Utah","State Of Utah","0"
"2552","State Of indiana","State Of Indiana","2"
"2553","State of Alaska","State of Alaska","0"
"2554","State of Connecticut","State of Connecticut","0"
"2555","State of Illinois","State of Illinois","0"
"2556","State of Indiana","State of Indiana","0"
"2557","State of Kansas","State of Kansas","0"
"2558","State of Louisiana - Division of Administration","State of Louisiana - Division of Administration","0"
"2559","State of Maryland","State of Maryland","0"
"2560","State of Minnesota","State of Minnesota","0"
"2561","State of Nebraska","State of Nebraska","0"
"2562","State of New Mexico","State of New Mexico","0"
"2563","State of North Carolina","State of North Carolina","0"
"2564","State of North Dakota","State of North Dakota","0"
"2565","State of Ohio","State of Ohio","0"
"2566","State of Oklahoma (University of Oklahoma Board of Regents)","State of Oklahoma (University of Oklahoma Board of Regents)","0"
"2567","State of Utah Division of Wildlife Resources","State of Utah Division of Wildlife Resources","0"
"2568","State of Wisconsin","State of Wisconsin","0"
"2569","State of Wyoming","State of Wyoming","0"
"2570","Statoil","Statoil","0"
"2571","Statoil Gulf of Mexico LLC","Statoil Gulf of Mexico LLC","0"
"2572","Statoil US Holdings, Inc.","Statoil US Holdings, Inc.","0"
"2573","Statoil USA E&P Inc.","Statoil USA E&P Inc.","0"
"2574","Steel Dust Recycling LLC","Steel Dust Recycling LLC","0"
"2575","Steel Dynamics, INC.","Steel Dynamics, INC.","0"
"2576","Steel Dynamics, Inc.","Steel Dynamics, Inc.","0"
"2577","Steelcase Inc","Steelcase Inc","0"
"2578","Steele County, Minnesota","Steele County, Minnesota","0"
"2579","Stepan Company","Stepan Company","0"
"2580","Stephens Production Company","Stephens Production Company","0"
"2581","Sterling Energy Group Inc","Sterling Energy Group Inc","0"
"2582","Sterling Energy Investments LLC","Sterling Energy Investments LLC","0"
"2583","Sterling Ethanol, LLC","Sterling Ethanol, LLC","0"
"2584","Sterling Power Partners, LP","Sterling Power Partners, LP","0"
"2585","Steuben County","Steuben County","0"
"2586","Steuben County Department of Public Works","Steuben County Department of Public Works","0"
"2587","Steward Energy II, LLC","Steward Energy II, LLC","0"
"2588","Stoelzle Glass USA, Inc","Stoelzle Glass USA, Inc","0"
