St Mary Parish Government,None
St Paper LLC,None
St Rose Refinery LLC,None
Stafford County VA,None
Stakeholder Gas Services LLC,None
"Standard Binghamton, LLC",None
Standard Ethanol LLC,None
Standard Steel LLC,None
Stanislaus Food Products,None
Stanolind Production LLC,None
Stanton Energy Reliability Center LLC,None
Stark Power Generation I Holdings LLC,None
Stark Thermo LLC,None
Starlight Relativity Acquisition Co LLC,None
Starpet Inc,None
Starwood Capital Group,None
State of Alaska,None
State of Arizona Land Department,None
State of California,None
State of Connecticut,None
State of Florida,None
State of Illinois,None
State of Indiana,None
State of Kansas,None
State of Louisiana,None
State of Maryland,None
State of Minnesota,None
State of Nebraska,None
State of New Jersey,None
State of New Mexico,None
State of North Carolina,None
State of North Dakota,None
State of Ohio,None
Statoil Gulf of Mexico LLC,None
"Statoil Texas Onshore Properties, LLC",None
Statoil US Holdings Inc,None
Steel Dust Recycling LLC,None
Steel Dynamics Inc,STLD
Steelcase Inc,SCS
Stepan Co,SCL
Stephens Production Co,None
Sterling Energy Group Inc,None
Sterling Ethanol LLC,None
Steuben County Department of Public Works,None
Steward Energy II LLC,None
Stingray Pipeline Co LLC,None
Stoelzle Glass USA Inc,None
Stone Energy Corp,None
Strategic Value Partners LLC,None
Stronghold Digital Mining,SDIG
Styrolution America LLC,None
Styron LLC,None
Styropek USA Inc,None
Subaru of America Inc,None
Subaru of Indiana Automotive Inc,None
Suez Energy Generation NA Inc,None
Sugar Cane Growers Cooperative of Florida,None
Sugar Growers and Refiners Inc,None
Summit Materials Inc,SUM
Summit Midstream Partners LP,SMLP
Sun Capital Partners Inc,None
Sun Chemical,None
SunCoke Energy,SXC
Sunoco Inc,None
Sunoco Partners Marketing & Terminals LP,None
Sunrise Coal LLC,None
Superior Forge & Steel Corp,None
Superior Industries International Inc,SUP
Superior Plus Corp,SPB
Swift Energy Operating LLC,None
Sylvamo North America LLC,SLVM
Symrise Inc,None
Syngenta Corp,None
Syracuse University,None
Sabine Oil & Gas LLC,None
Sacramento Municipal Utility District,None
Safety-Kleen Systems Inc.,None
"Saga Petroleum, LLC",None
Saint-Gobain North America,None
Salem County Improvement Authority,None
Salinas Valley Solid Waste Authority,None
Salt Lake City Corporation,None
Salt River Project,None
Sam Rayburn G&T,None
Sampson Energy Company LLC,None
Samsung Austin Semiconductor,None
San Bernardino County - Solid Waste Management Division,None
San Diego Gas and Electric,SRE
San Joaquin Energy Company,None
"Sandridge Energy, Inc",SD
Sanders Lead Company,None
"Sanderson Farms, Inc.",SAFM
"Sandoval County, NM",None
"Sandoval County, New Mexico",None
"Sandridge Energy, Inc",SD
"Sanguine Gas Exploration, LLC",None
Sanimax USA Inc.,None
Sanofi Pasteur Inc.,SNY
Santa Barbara County Dept of Public Works,None
"Santa Barbara County, Department of Public Works",None
Santa Fe Solid Waste Management Agency,None
Santa Rosa Board of County Commissioners,None
Santa Rosa County Board of County Commissioners,None
Santee Cooper,None
Santee Print Works Inc,None
"Sapa Extrusions, Inc.",None
Saputo Cheese USA Inc.,SAPIF
Sarasota County,None
"Sarasota County, FL",None
Sarpy County,None
"Sarpy County, Nebraska",None
Sasol North America Inc.,SSL
Sasol USA Corporation,None
Saudi Refining Inc,None
"Savannah River Nuclear Solutions, LLC",None
"Savant Alaska, LLC",None
Sazerac Co Inc,None
Scala Energy LLC,None
Schmolz & Bickenbach USA Holdings Inc,None
Schmolz + Bickenbach USA Inc,None
Schnitzer Steel Industries Inc,SCHN
Schuylkill Energy Resources Inc,None
Scottsboro Solid Waste Authority,None
Sd-Chemie Inc.,None
Seaboard Corporation,SEB
"Seaboard Energy, LLC",None
Seagrave Fire Apparatus LLC,None
Searles Valley Minerals Inc,None
Seattle Steam Company LLC,None
"Sebastian Mining Company, LLC",None
Sekisui America Corp,None
Select Milk Producers Inc,None
"SemGas, LP",None
Semiconductor Component Industries,ON
Seminole County Board of County Commissioners,None
"Seminole Electric Cooperative, Inc.",None
Seminole Pipeline Co LLC,None
Sempra Energy,SRE
Sempra Generation,None
"Sempra REX Holdings, LLC",None
Sempra U.S Gas & Power,None
"Sendero Midstream Partners, LP",None
"Seneca Landfill, Incorporated",None
Seneca North American Coal LLC,None
Seneca Resources Corp,None
Sensient Technologies Corp,SXT
Sentinel Peak Resources LLC,None
"SEPG MGA, LLC",None
Sequitur East Texas LLC,None
Set Perc Investment LLC,None
"Severstal North America, Inc.",None
Seward County Kansas,None
Sewerage & Water Board of New Orleans,None
Sexton Family Partner LP,None
Seymour of Sycamore Inc,None
SF Holding Corp,None
SG Solutions LLC,None
SGL Automotive Carbon Fibers LLC,None
SHD Oil & Gas LLC,None
Shelby County Commission (Local Government) Alabama,None
Shelby County Energy Center LLC,None
Shell Chemical LP,None
Shell Oil Co,SHEL
Shell Petroleum Inc,None
Shenandoah County VA,None
Sheridan Production Co LLC,None
Sherwin Alumina Co LLC,None
Shiloh Industries Inc,SHLO
Shin-Etsu Handotai Co Ltd,None
Shintech Inc,None
Shoosmith Bros Inc,None
Shoreline Energy LLC,None
Show Me Ethanol LLC,None
Showa Denko Carbon Inc,None
Shultz Steel Co,None
SI Group Inc,None
SI Group USA Holdings Corp,None
Sid Richardson Carbon & Energy Co,None
Siemens Corp,None
Sierra Pacific Industries,None
Signal Hill Petroleum Inc,None
Sikeston Board of Municipal Utilities,None
Silver Creek Oil & Gas LLC,None
Silverback Midstream LLC,None
SilverBow Resources Inc,SBOW
Simmons Foods Inc,None
Simmons Prepared Foods Inc,None
Simplot BP Idaho LLC,None
Siouxland Energy & Livestock Cooperative,None
Siouxland Ethanol LLC,None
Sisecam Chemicals USA Inc,None
SK Battery America,None
SK Capital Partners II LP,None
SK E&P,None
Skyworks Solutions Inc,SWKS
Slawson Companies Inc,None
"Slawson Exploration Company, Inc.",None
SM Energy Co,SM
Smarr EMC,None
Smithfield Foods Inc,None
"Smithfield Foods, Inc.",None
Smurfit Kappa Orange County LLC,None
Snake River Sugar Co,None
SNF Holding Company,None
Snohomish County,None
Snyder Associated Companies Inc,None
Snyder Brothers Inc,None
Sofidel America Corp,None
Sojitz Corporation of America,None
"Solae, LLC",None
Solid Waste Authority of Central Ohio,None
Solid Waste Authority of Palm Beach County,None
Solvay America Inc,None
Solvay Chemicals Inc,None
Sonneborn LLC,None
Sonoco Products Company,SON
South Carolina Public Service Authority,None
South Central Iowa Landfill Agency,None
South Dakota Soybean Processors LLC,None
South Texas Electric Cooperative Inc,None
Southern California Edison,EIX
Southern Company,SO
"Southern Natural Gas Co, LLC",None
Southwest Energy LLC,None
Southwestern Energy Company,SWN
Southwestern Production Corp,None
Southwire Company,None
Sowega Energy Resources LLC,None
"Sowega Energy Resources, LLC",None
Spansion Inc.,None
Spartan Light Metal Products Inc.,None
"Spartan Light Metal Products, Inc.",None
Spartanburg County Public Works,None
"Spartanburg County, SC",None
Specialty Products Holding Corp,None
Specialty Products Holding Company,None
Spectra Energy,None
Spectra Energy Corp,SE
Spectra Energy Corporation,None
"Spectra Energy Partners, LP",SEP
"Spectra Energy Southeast Supply Header, LLC",None
"Spire, INC",SR
"Spirit AeroSystems Holdings, Inc.",SPR
Spotsylvania County,None
"Springfield, Missouri",None
Spur Energy Partners LLC,None
St Barbara Cement,None
St Rose Refinery LLC,None
"St. Barbara Cement, Inc.",None
St. Barnabas Hospital,None
St. Clair County,None
St. Landry Parish Solid Waste Disposal District,None
St. Landry Parish Waste Disposal District,None
St. Lucie County Commissioners,None
St. Mary Parish Government,None
Stafford County,None
"Stafford County, VA",None
"Stakeholder Gas Services, LLC",None
"Standard Binghamton, LLC",None
"Standard Ethanol, LLC",None
"Standard Steel Holdings, LLC",None
"Standard Steel, LLC",None
Stanislaus Food Products,None
Stanton Energy Reliability Center,None
"Star West Generation, LLC",None
"StarPet, Inc.",None
"StarTex Field Services, LLC",None
"Stark Power Generation I Holdings, LLC",None
Stark Thermo LLC,None
"Starlight Relativity Acquisition CO, LLC",None
Starret City Associates,None
Starwood Energy Group,None
Starwood Energy Group,None
Starwood Energy Infrastructure Co-Invest Fund LP,None
Starwood Energy Infrastructure Fund LP,None
State Government,None
State Of Utah,None
State Of Indiana,None
State of Alaska,None
State of Connecticut,None
State of Illinois,None
State of Indiana,None
State of Kansas,None
State of Louisiana - Division of Administration,None
State of Maryland,None
State of Minnesota,None
State of Nebraska,None
State of New Mexico,None
State of North Carolina,None
State of North Dakota,None
State of Ohio,None
State of Oklahoma (University of Oklahoma Board of Regents),None
State of Utah Division of Wildlife Resources,None
State of Wisconsin,None
State of Wyoming,None
Statoil,EQNR
Statoil Gulf of Mexico LLC,None
"Statoil US Holdings, Inc.",None
Statoil USA E&P Inc.,None
Steel Dust Recycling LLC,None
"Steel Dynamics, INC.",STLD
"Steel Dynamics, Inc.",STLD
Steelcase Inc,SCS
"Steele County, Minnesota",None
Stepan Company,SCL
Stephens Production Company,None
Sterling Energy Group Inc,None
Sterling Energy Investments LLC,None
"Sterling Ethanol, LLC",None
"Sterling Power Partners, LP",None
Steuben County,None
Steuben County Department of Public Works,None
"Steward Energy II, LLC",None
"Stoelzle Glass USA, Inc",None
Stone Energy Corporation,None
Stonehenge Energy Resources II LLC,None
Stonehenge Energy Resources II LP,None
Stonehenge Energy Resources LP,None
Stonepeak Kestrel Holdings LLC,None
Strategic Minerals Corporation,None
Stronghold Digital Mining,None
"Styrolution America, LLC",None
Styropek USA Inc,None
Subaru of Indiana Automotive,None
"Subaru of Indiana Automotive, Incorporated",None
"Suez Energy Generation NA, Inc",None
Sugar Cane Growers Cooperative of Florida,None
Sullivan County,None
Sumitomo Corporation of America,None
Sumitomo Rubber Industries Ltd,None
"Sumitomo Rubber USA, LLC",None
Summit County,None
Summit County Resource Allocation Park,None
Summit Ethanol dba POET Biorefining - Leipsic,None
"Summit Ethanol, LLC dba POET Biorefining-Leipsic",None
"Summit Materials, LLC",SUM
Summit Midstream Partners LLC,None
"Summit Midstream Partners, LLC",None
"Summit Midstream Partners, LLC.",None
Summit Petroleum Corp,None
Summit Petroleum Corporation,None
Sun Capital,None
Sun Chemical,None
SunCoke Energy,SXC
SunCoke Energy,SXC
Suncor Energy (U.S.A.),SU
Sundance Energy Australia,None
"Sundance Energy, INC",None
"Sundevil Power Holdings, LLC",None
Sunflower Electric Power Corporation,None
Sunflower Electric Power Corporation,None
"Sunny Farms Landfill, LLC",None
Sunnyside Cogeneration Associates,None
Sunoco Inc. (R&M),SUN
Sunoco Inc. R&M,SUN
Sunoco Inc. Refining & Marketing,None
"Sunoco Partners Marketing & Terminals, L.P.",None
Sunoco Retail LLC,None
"Sunoco, Inc",SUN
"Sunoco, Inc.",SUN
"Sunoco, Inc. (R&M)",None
Sunrise Coal LLC,None
"Sunrise Coal, LLC",None
Superior Forge & Steel Corporation,None
"Superior Industries International, Inc.",SUP
Superior Pipeline Company,None
"Superior Pipeline Company, LLC",None
"Superior Pipeline Company, LLC.",None
Superior Plus US Holdings Inc,None
"Superior Pipeline Company, LLC",None
Surry County,None
Surry County Landfill,None
Sussex County Board of Supervisors,None
Sussex County MUA,None
"Swift Energy Operating, LLC",None
"Swift Lumber, Inc.",None
Swinger Trucking Inc,None
Sylvamo North America LLC,SLVM
"Sylvamo North America, LLC",SLVM
"Symrise, INC",None
"Symrise, Inc",None
"Synagro - Central, LLC",None
"Synagro - South, LLC",None
Synergy Resources CORP,None
Syngenta Corp.,None
Syngenta Corporation,None
Synthomer Jefferson Hills LLC,None
Syracuse University,None
"T S LANDFILL, INC",None
"T S Landfill, Inc.",None
T-C Oil Company,None
TA Ada Holdings LLC,None
TA CHEN INTERNATIONAL INC,None
TAC MANUFACTURING,None
TAIHEIYO CEMENT USA INC,None
TAILWATER ENERGY FUND IV LP,None
"TAK INVESTMENT HOLDINGS, LLC",None
TAK INVESTMENT LLC,None
"TALCO MIDSTREAM ASSETS, LTD",None
TALEN ENERGY CORP,TLN
TALISMAN ENERGY USA INC,None
TALL CITY OPERATIONS III LLC,None
TALL OAK MIDSTREAM LLC,None
TALLGRASS DEVELOPMENT LP,None
TALLGRASS OPERATIONS LLC,None
Talos Energy Inc.,TALO
Talos Energy LLC,None
Talos Energy Offshore LLC,None
Taminco US Inc,None
Tampa Electric Co,None
Tana Exploration Co LLC,None
Tanadgusix Corp,None
Tangipahoa Parish Government,None
Tanner Street Generation LLC,None
"Tanner Street Generation, LLC",None
Tanos Exploration II LLC,None
Tap Rock Operating LLC,None
Tapstone Energy LLC,None
Taqa North Ltd,None
Taqa North Ltd.,None
Taqa USA Inc,None
Targa GCX Pipeline LLC,None
"Targa Pipeline Mid-Continent Westok, LLC",None
"Targa Pipeline Partners, LP",None
Targa Resources,TRGP
Targa Resources Corp,TRGP
Targa Resources Corporation,None
Targa Resources Corporation,TRGP
Targa Resources Inc,TRGP
Tata Chemicals (Soda Ash) Partners,None
Tata Chemicals (Soda Ash) Partners North America,None
Tate & Lyle Ingredients Americas LLC,None
Tate & Lyle Ingredients Americas LLC,None
Tate & Lyle Solutions USA LLC,None
"Tate & Lyle Solutions USA, LLC",None
Tate & Lyle Sucralose LLC,None
Tauber Oil Co,None
Taunton Municipal Lighting Plant,None
Tazewell County Board of Supervisors,None
TC Industries Inc,None
"TC Industries, Inc.",None
"TC Industries, Inc.",None
TC Pipelines LP,TCP
Teal Natural Resources LLC,None
Team Ten LLC,None
Teck American Inc,TECK
TECO Coal Corp,None
TECO Coal Corporation,None
TECO Energy Inc,None
Tecolote Energy LLC,None
Tecpetrol Corp,None
Tehama County/City of Red Bluff Landfill Agency,None
Tejas Power Generation LLC,None
Teknor Apex,None
Tellus Energy Group LLC,None
Templar Energy LLC,None
Temple Generation I LLC,None
Temple University of the Commonwealth System of Higher Education,None
Temple University of the Commonwealth System of Higher Education Facilities Management,None
Temple-Inland Inc,None
Tenaris,TS
Tenaska Alabama II Partners LP,None
Tenaska Alabama Partners LP,None
Tenaska Energy Inc,None
Tenaska Frontier Partners Ltd,None
Tenaska Gateway Partners Ltd,None
Tenaska Georgia Partners LP,None
Tenaska Inc,None
Tenaska Pennsylvania Partners LLC,None
Tenaska Virginia Partners LP,None
Tenawa Haven Processing LLC,None
Tenawa Resource Management LLC,None
Tennessee Board of Regents,None
Tenrgys LLC,None
Tensas Parish Police Jury,None
"TEP REX Holdings, LLC",None
"TEP Rex Holdings, LLC",None
TEP Rocky Mountain LLC,None
"TEP Rocky Mountain, LLC",None
Terra Energy Partners,None
Terra Energy Partners LLC,None
Terra Nitrogen Co LP,None
"Terra Nitrogen Co, LP",None
Terra-Gen Power LLC,None
"Terra-Gen Power, LLC",None
Terrebonne Parish Consolidated Government,None
Terves Inc,None
Tesla Inc,TSLA
Tesla Motors,TSLA
Tesoro Corp,None
Tessenderlo Group Inc,None
Teton Selkirk LLC (Atlantic Power Holdings LLC),None
"Teton Selkirk, LLC (Atlantic Power Holdings, LLC)",None
Tetra Technologies Inc,TTI
Tetra Technologies Incorporated,None
Tex Moncrief Exploracount II LLC,None
Texas American Resources Co,None
Texas Disposal Systems Landfill Inc,None
Texas Industries Inc,None
Texas Instruments Inc,TXN
Texas Keystone Inc,None
Texas Lehigh Cement Co LP,None
"Texas Lehigh Cement Co, LP",None
Texas Medical Center Central Heating & Cooling Services Corp,None
Texas Petroleum Investment Co,None
Texas Tech University,None
Texas Tech University System,None
Texas Transmission Holding Corp,None
TexGen Power LLC,None
Texland Petroleum LP,None
Texoma Area Solid Waste Authority,None
Textron Inc,TXT
TG Natural Resources LLC,None
"TGGT Holdings, LLC",None
"TGGT Holdings, LLC",None
Tharaldson Ethanol Plant I LLC,None
"Tharaldson Ethanol Plant I, LLC",None
The AES Corp,AES
The American Coal Co,None
The Andersons Inc,ANDE
"The Andersons, Inc",ANDE
The Anschutz Corp,None
The Blackstone Group,BX
The Boeing Co,BA
The Carlyle Group,CG
The Carlyle Group LP,CG
The Charles County Government,None
The Chemours Co,CC
The Chemours Co FC LLC,None
"The Chemours Co FC, LLC",None
The Children's Hospital of Philadelphia,None
The City of Fargo,None
The City of Fargo North Dakota,None
The Cleveland Clinic Foundation,None
The Coastal Regional Solid Waste Management Authority,None
The College of New Jersey,None
The Day & Zimmermann Group Inc,None
The Dayton Power & Light Co,DPL
The Dow Chemical Co,DOW
The Empire District Electric Co,None
The Gas Board of the City of Boaz,None
The George Washington University,None
The Goldman Sachs Group Inc,GS
The Goodyear Tire & Rubber Co,GT
The Gores Group LLC,None
The Horry County Solid Waste Authority Inc,None
The International Group Inc,None
"The International Group, Inc",None
The Johns Hopkins University,None
The Kraft Group,None
The Kraft Heinz Co,KHC
The Laclede Group Inc,None
The Lycra Co LLC,None
The Methodist Hospital,None
The Morning Star Co,None
The Mosaic Co,MOS
The Mount Sinai Medical Center,None
The Navajo Nation Tribal Government,None
The Neil Jones Food Co,None
The Newark Group Inc,None
The Ohio Valley Coal Co,None
The Oneida Group Inc,None
The Pennsylvania State University,None
The President & Fellows of Harvard College Harvard University,None
The Procter & Gamble Co,PG
The Regents of the University of Michigan,None
The Renco Group Inc,None
The Reserve Group,None
The Salt River Pima - Maricopa Indian Community,None
The Sinclair Cos,None
The Solid Waste Disposal Authority of the City of Huntsville,None
The Southern Co,SO
The State of Kansas,None
The State of North Carolina,None
The State of Oklahoma Ex Rel the Board of Regents of the University of Oklahoma on Behalf of the HEA,None
The Timken Co,TKR
The Trustees of Princeton University,None
The University of Delaware,None
The University of Illinois,None
The University of Iowa,None
The University of Maine System,None
The University of North Carolina,None
The University of Tennessee,None
The University of Texas Medical Branch at Galveston,None
The University of Texas System,None
The University of Washington Board of Regents,None
The University System of Georgia,None
The University System of Georgia Board of Regents,None
The University System of New Hampshire,None
The Vanderbilt University,None
The Walt Disney Co,DIS
The Washington University,None
The Western Sugar Cooperative,None
The William Herbert Hunt Trust Estate,None
The Williams Cos,WMB
The Williams Cos Inc,WMB
The Yale Corp,None
"Thermafiber, Inc",None
"Thermagen Power Group, LLC",None
Thermal Venture,None
Thermal Ventures II LP,None
"Thermal Ventures II, LP",None
Thermo Fisher Scientific Inc,TMO
Thiele Kaolin Co,None
Thoroughfare Mining LLC,None
Three Rivers Solid Waste Management Authority,None
Thunder Creek Gas Services LLC,None
ThyssenKrupp Steel USA LLC,None
Timber Creek Operating LLC,None
"Timber Creek Operating, LLC",None
TimkenSteel Corp,TMST
TIN Inc. dba International Paper,None
TIN Inc. dba Temple-Inland,None
"TIN Inc., dba Temple-Inland",None
"TIN, Inc., dba Temple Inland",None
Titan America LLC,None
Titan International Inc,TWI
Titan Rock Exploration & Production LLC,None
"Titan Rock Exploration & Production, LLC",None
Titus Oil & Gas LLC,None
Tiverton Power,None
Todd Broin,None
Tokai Carbon CB,None
Tokai Carbon CB Ltd,None
Tokyo Gas America Ltd,None
"Tom-Stack, LLC",None
TOMPC LLC,None
"TOMPC, LLC",None
Tonawanda Coke Corp,None
Top Gun Investment Corp II,None
Topaz Power Group LLC,None
Toray Holding (USA) Inc,None
Toray Industries America Inc,None
"Total E&P USA, Inc",None
"Total E and P USA, Inc",None
Total Holdings USA Inc,None
"Total Petrochemicals USA, Inc",None
Tower US Holdings In,None
TowerJazz Texas Inc,None
Town of Babylon,None
Town of Babylon New York,None
Town of Bourne,None
Town of Colonie,None
Town of Colonie New York,None
Town of Kearny,None
Town of Manchester,None
Town of Manchester Connecticut,None
Town of Middleborough,None
Town of Middleborough Massachusetts,None
Town of Windsor,None
Town of Windsor Connecticut,None
Toyoda Gosei North America,None
Toyoda Gosei North America Corp,None
Toyota Industries North America,None
Toyota Motor NA Inc,None
Toyota Motor North America Inc,None
Toyota Tsusho America Inc,None
Toyota Tsusho Power USA Inc,None
Toyota Tsusho St Joseph II LLC,None
TPC Group Inc,None
TPC Group LLC,None
TPF Genco Co-Investment Fund LP,None
"TPF II Covert Co-Investment Fund, L.P.",None
TPG Capital Management LP,None
Trace Midstream Partners LLC,None
Trademark Nitrogen Corp,None
Trailstone LP,None
Trammo Inc,None
Trans-Jordan Cities UT,None
Transalta Corp,TAC
TransAlta USA Inc,None
TransCanada Energy USA Inc,None
"Transload America, Inc",None
Transmontaigne,None
Transocean Inc,RIG
Transtech Industries Inc,None
Transworld Oil,None
Transworld Oil USA Inc,None
Traxys North America,None
TRC Cypress Group,None
TRC Solutions Inc,None
Treadstone Energy Partners LLC,None
Trecora Resources,TREC
Tredegar Corp,TG
TreeHouse Foods Inc,THS
Trendwell Energy Corp,None
Trenton Agri Products LLC,None
Tri-Arrows Aluminum Inc,None
Tri-State Generation & Transmission,None
Triangle USA Petroleum Corp,None
Trident Seafoods Corp,None
Trinity Construction Materials Inc,None
Trinity Health Corp,None
Trinity Industries Inc,TRN
Trinseo,TSE
Triquint Semiconductor Inc,None
"TriStream Energy, LLC",None
Triumph Energy Partners,None
Tronox Inc,TROX
TRP Energy LLC,None
True Oil LLC,None
Trunkline Gas Co,None
Trustees of Boston University,None
Trustees of Columbia University in the City of New York,None
Trustees of Dartmouth College,None
Trustees of Indiana University,None
TTX Power LLC,None
Tucson Electric Power,None
Tug Hill Operating,None
Tulare County Solid Waste Department,None
Tunnel Hill Partners LP,None
Turlock Irrigation District,None
TXI Operations Inc,None
TYR Energy Inc,None
Tyson Foods Inc,TSN
"Taiheiyo Cement U.S.A., Inc.",None
Tailwater Energy Fund IV LP,None
Talen Energy Corp,TLN
Talisman Energy USA Inc,None
Tall City Operations LLC,None
"Tall Corn Ethanol, LLC",None
"Tall Oak Midstream, LLC",None
"Tallgrass MLP Operations, LLC",None
Tampa Electric Co,None
"Tana Exploration Company, LLC",None
Tanadgusix Corporation,None
Tangipahoa Parish Government,None
"Tanner Street Generation, LLC",None
Tap Rock Operating,None
"Tap Rock Operating, LLC",None
Tapstone Energy LLC,None
Targa Downstream LP,None
Targa GCX Pipeline LLC,None
Targa Resources Corporation,TRGP
"Tascosa Energy Partners, LLC",None
Tata Chemicals (Soda Ash) Partners North America,None
Tate & Lyle Ingredients America LLC,None
"Tate & Lyle Ingredients America, LLC",None
Tate & Lyle Ingredients Americas LLC,None
"Tate & Lyle Ingredients Americas, LLC",None
Tate & Lyle Sucralose LLC,None
"Tate & Lyle Sucralose, LLC",None
Tauber Oil,None
Taunton Municipal Lighting Plant,None
Tazewell County Board of Supervisors,None
Teal Natural Resources,None
Team Ten LLC,None
Teck American Incorporated,None
Tecolote Energy LLC,None
Tecpetrol Corporation,None
Tehama County/City of Red Bluff Landfill Agency,None
Tejas Power Generation LLC,None
"Tejas Power Generation, LLC",None
Teknor Apex,None
"Telefunken Semiconductors America, LLC",None
Tellurian Production Holdings LLC,None
"Tellus Energy Group, LLC",None
Templar Energy LLC,None
Temple Inland,None
Temple University of the Commonwealth System of Higher Education Facilities Management,None
Temple-Inland,None
Temple-Inland (TIN Inc.),None
Tenaris,TS
"Tenaska Alabama II Partners, LP",None
"Tenaska Alabama Partners, LP",None
"Tenaska Energy, Inc. and Tenaska Energy Holdings, LLC",None
"Tenaska Frontier Partners, LTD",None
"Tenaska Gateway Partners, LTD",None
"Tenaska Georgia Partners, LP",None
"Tenaska Pennsylvania Partners, LLC",None
Tenaska Power Fund LP,None
"Tenaska Power Fund, L.P.",None
"Tenaska Virginia Partners, LP",None
Tennessee Board of Regents,None
Tensas Parish Police Jury,None
"Terra Nitrogen Company, LP",None
"Terra-Gen Power, LLC",None
Terracore Operating CO,None
Terrebonne Parish Consolidated Government,None
Terves INC,None
"Tervita, LLC",None
Tesla Motors,TSLA
Tesoro Corporation,None
Tesoro Logistics LP,TLLP
"Tetra Technologies, Inc.",TTI
"TexGen Power, LLC",None
"TexStar Midstream Services, LP",None
Texas Coastal Ventures LLC,None
"Texas Disposal System Landfill, Inc.",None
"Texas Disposal Systems Landfill, Inc.",None
"Texas Eastern Transmission, L.P.",None
"Texas Industries, Inc",None
"Texas Industries, Inc.",None
Texas Instruments Incorporated,TXN
Texas International Refining Co LLC,None
Texas Keystone Inc,None
"Texas Lehigh Cement Company, LP",None
Texas Medical Center Central Heating and Cooling Services Corporation,None
Texas Municipal Power Agency,None
Texas Petroleum Investment CO,None
Texas Petroleum Investment Co,None
Texas Tech University,None
Texas Transmission Holding Corporation,None
"Texland Petroleum, LP",None
Texoma Area Solid Waste Authority,None
"Texstar Midstream Services, LP",None
Textron Inc.,TXT
"Tharaldson Ethanol Plant I, LLC",None
The AES Corporation,AES
The AES Corporation (AES owns 100% of the common stock for Units GT1 and GT4),AES
The Amalgamated Sugar Company LLC,None
The American Coal Company,None
The Andersons Inc,ANDE
"The Andersons, Inc.",ANDE
The Board of Trustees of the University of Illinois,None
The Boeing Company,BA
The Chemours CO,CC
"The Chemours Co FC, LLC",None
The Children's Hospital of Philadelphia,None
The City of Anaheim,None
The City of Fargo,None
The City of Fountain Inn,None
The City of New York c/o DEP Bureau of Wastewater Treatment,None
The College of New Jersey,None
The Dayton Power & Light Company,DPL
The Dow Chemical Company,DOW
The Empire District Electric Co.,EDE
The Gas Board of the City of Boaz,None
The George Washington University,None
"The Goodyear Tire & Rubber Co, Inc",GT
The Goodyear Tire & Rubber Company,GT
"The Goodyear Tire & Rubber Company, Inc",GT
The Harrisburg Authority,None
The Harrison County Coal Co,None
"The International Group, Inc.",None
The Johns Hopkins Hospital,None
The Johns Hopkins University,None
The Kraft Group,None
The LYCRA CO LLC,None
The Lubrizol Corporation,None
The Madison County Department of Solid Waste and Sanitation,None
The Marion County Coal Co,None
The Marshall County Coal Co,None
The Monarch Cement Company,MCEM
The Monongalia County Coal Co,None
The Morning Star Company,None
The Mosaic Company,MOS
The Mount Sinai Medical Center,None
The Newark Group,None
The Ohio County Coal Co,None
The Ohio Valley Coal Company,None
The Pennsylvania State University,None
"The President & Fellows of Harvard College, Harvard University",None
The Procter & Gamble Company,PG
The Regents of the University of Michigan,None
"The Renco Group, Inc",None
The Reserve Group,None
The Sinclair Companies,None
The State University of New York,None
The State of Kansas,None
The State of North Carolina,None
The State of Ohio,None
The Timken Company,TKR
The Trustees of Princeton University,None
The University System of Georgia Board of Regents,None
The University of Delaware,None
The University of Iowa,None
The University of Maine System,None
The University of Michigan,None
The University of North Carolina at Chapel Hill,None
The University of Tennessee,None
The University of Texas Medical Branch at Galveston,None
The University of Texas System,None
The Walt Disney Company,DIS
The Westervelt CO INC,None
The Williams Companies,WMB
The Yale Corporation,None
"Thermafiber, Inc",None
"Thermagen Power Group, LLC",None
"Thermal Ventures II, L.P.",None
"Thermo Cogeneration Partnership, L.P.",None
Thiele Kaolin Company,None
"Third Coast Kings Quay Holdings, LLC",None
"Thornapple Energy, LLC",None
Thoroughfare Mining LLC,None
Three Rivers Solid Waste Authority,None
"Thunder Creek Gas Services, LLC",None
"ThyssenKrupp Steel USA, LLC",None
ThyssenKrupp Components Technologies,None
Timbalier Bay Production Complex,None
Tioxide Americas LLC,None
"Titan America, LLC",None
Titan International INC,TWI
Titanium Metals Corp (TIMET),None
Titus Oil & Gas,None
Tiverton Power,None
Todd Broin,None
Tokai Carbon CB,None
Tokyo Gas America Ltd,None
Tonawanda Coke Corp,None
Tonawanda Coke Corporation,None
Toolrock Holdings Inc.,None
Top Gun Investment Corp II,None
Topaz Power Group LLC,None
"Toray Holding (USA), Inc",None
"Toray Industries (America), Inc",None
Total Holdings Inc,None
"Total Holdings USA, Inc.",None
Tower JazzTexas Inc,None
Town of Babylon,None
Town of Bourne,None
Town of Brookhaven,None
Town of Colonie,None
"Town of Colonie, NY",None
Town of Kearny,None
Town of Manchester,None
Town of Middleborough,None
Town of Munster,None
Town of North Hempstead,None
Town of Smithtown,None
Town of Windsor,None
Town of Winsor,None
"Toyota Industries North America, Inc",None
"Toyota Motor North America, Inc",None
"Toyota Motor North America, Inc.",None
"Tr-State Generation and Transmission Association, Inc.",None
Trace Midstream,None
TrailStone LP,None
